,time,mask,method marginalized,local SAP,local PDC,polyAM SAP,polyAM PDC,GP SAP,GP PDC,CoFiAM SAP,CoFiAM PDC
68,276.4076337673614,False,5.523442742938478e-05,,,,,6.247580653795382e-05,4.7993048320815745e-05,2.788744784143482e-05,6.470902590383076e-05
69,276.4280664516409,False,2.0540920373179894e-05,,,,,2.656523690625079e-05,1.4516603840109e-05,-1.206152174582087e-06,3.0203237277648398e-05
70,276.44849923568836,False,-0.00016284978172476094,,,,,-0.00015831884892913983,-0.00016738071452038206,-0.00017782021805123893,-0.00015297617884568737
71,276.4689318194942,False,-3.845005830344084e-05,,,,,-3.597080337192082e-05,-4.092931323496085e-05,-4.515158385687279e-05,-2.772462538402909e-05
72,276.489364503308,False,-5.0631778227727686e-05,,,,,-5.194367480421125e-05,-5.1902562388517204e-05,-4.936099406693817e-05,-3.989142357974096e-05
73,276.5097970868883,False,0.0001300503041103962,,,,,0.00012014306743668435,0.00012543678801679725,0.00013466382020399514,0.00013598084174692993
74,276.53022987022996,False,-4.4173805053504545e-05,,,,,-5.83873421937664e-05,-4.839423772629026e-05,-3.326678292758789e-05,-3.995337238071883e-05
75,276.55066255357815,False,4.43444018585204e-05,,,,,2.774086189805125e-05,4.154647713927595e-05,6.134997955209442e-05,4.714232657776485e-05
76,276.5710952364607,False,0.00019460851086572362,,,,,0.00017754422837690242,0.00019369726270190846,0.0002164586072614938,0.00019551975902953878
77,276.59152791956876,False,-7.997991524955061e-06,,,,,-2.3134281889714003e-05,-6.530432408946574e-06,1.713361397670532e-05,-9.46555064096355e-06
78,276.61196060221846,False,-5.087531431957615e-05,,,,,-6.22791657354238e-05,-4.6729736884354445e-05,-2.404330186145387e-05,-5.502089175479785e-05
79,276.63239328486816,False,0.00016780067367538898,,,,,0.00016119736656783346,0.0001744039807829445,0.00019442349707410322,0.00016050750346119358
80,276.6528258675098,False,-3.0478665172029018e-05,,,,,-3.519904065496515e-05,-2.5758289689092884e-05,-9.986471499079386e-06,-4.52782006880037e-05
81,276.6732586496946,False,3.611307744388892e-05,,,,,3.374091743890695e-05,3.848523744887089e-05,4.8931249995165516e-05,1.383567036561395e-05
82,276.7141239138291,False,0.00012515637096222054,,,,,0.00013145640093070732,0.00012582024691010218,0.0001244924950143389,9.432790238239619e-05
83,276.7345566957738,False,-0.00014171728538331374,,,,,-0.00012836843656593988,-0.00013844655245953685,-0.00014498801830709063,-0.0001706714751915639
84,276.75498937749217,False,-0.00021420068449490293,,,,,-0.00019669287601331575,-0.00020910687775443915,-0.0002192944912353667,-0.0002394324174416207
85,276.7754219589697,False,-5.5415895453492237e-05,,,,,-3.758693571520588e-05,-4.952361011700823e-05,-6.130818078997624e-05,-7.509004632544336e-05
86,276.7958546402224,False,-8.24879335986628e-06,,,,,6.572293846263122e-06,-2.4950922951072485e-06,-1.4002494424625311e-05,-2.0898874605435047e-05
87,276.81628742147586,False,-0.0001889098321259386,,,,,-0.00017960562207208763,-0.00018412137723500255,-0.00019390671914742974,-0.00019369828701687464
88,276.836720002495,False,0.00015646297580873547,,,,,0.0001560233570598868,0.00015690259455758415,0.00014969907179374076,0.00015691744994961176
89,276.8571526835076,False,7.816512676162013e-05,,,,,7.496615601643164e-05,8.05239799408497e-05,7.580627358239056e-05,8.962862401351579e-05
90,276.8775854642954,False,4.1262927976792874e-05,,,,,3.409058760639461e-05,4.2741147095126664e-05,3.9784708858459084e-05,5.951534288639593e-05
91,276.89801814484235,False,8.966236090568458e-05,,,,,8.090770314561624e-05,9.07709166961812e-05,8.855380511518796e-05,0.00011323760877202105
92,276.9184507253958,False,1.9205133548472197e-05,,,,,1.1348607043659698e-05,2.0502393901944416e-05,1.790787319499998e-05,4.6362849774439496e-05
93,276.93888350548514,False,4.0018198462776766e-05,,,,,3.513934949483932e-05,4.1980721713796854e-05,3.805567521175668e-05,6.893014429798505e-05
94,276.95931618579925,False,6.740970325758155e-05,,,,,6.574719642538085e-05,6.907221008978226e-05,6.315104507281788e-05,9.496879153281235e-05
95,276.9797487656542,False,-4.013448047512913e-05,,,,,-3.9737629756175785e-05,-4.0531331194082476e-05,-4.866489589683276e-05,-1.745051451007562e-05
96,277.00018144550995,False,-7.005075744970224e-05,,,,,-6.775302367256764e-05,-7.234849122683684e-05,-8.227749253419958e-05,-5.3214373959775685e-05
97,277.0206141251256,False,-9.046592315631319e-05,,,,,-8.678240312776087e-05,-9.414944318486551e-05,-0.00010491827719449898,-7.950802420253478e-05
98,277.0410468047485,False,4.220231511220529e-05,,,,,4.663971133389566e-05,3.776491889051492e-05,2.73913839268225e-05,4.7751874564072594e-05
99,277.06147948413854,False,-0.00013891645781555217,,,,,-0.00013230799631536172,-0.00014159415378134366,-0.00015029335707861247,-0.0001362387618497607
100,277.0819121632958,False,0.00014000629264854236,,,,,0.00014823050662182702,0.00013952567461483767,0.00013379099624954982,0.00014048691068224706
101,277.1227775211373,False,-0.00015656988667395177,,,,,-0.0001527039409301434,-0.00015834683015680806,-0.0001547929431910955,-0.000165068968341342
102,277.14321009982814,False,-0.00016255360889522175,,,,,-0.00016128722998132172,-0.00016381998780912177,-0.00015372680663283678,-0.00017309705995682823
103,277.1636428785132,False,0.00022298941150522555,,,,,0.00022244078563948833,0.00022353803737096278,0.00024109226691204633,0.0002125695788517401
104,277.18407555697195,False,0.00011933516344031503,,,,,0.00011742490032040642,0.00012124542656022363,0.00014640198170923213,0.00010895861731863299
105,277.2045081351971,False,-6.788710401278708e-05,,,,,-7.057048397296484e-05,-6.520372405260932e-05,-3.2497303797174304e-05,-7.838015863814718e-05
106,277.2249409134165,True,-6.307944960037837e-05,,,,,-6.621555647956523e-05,-5.9943342721191506e-05,-2.8155942223828667e-05,-7.255148544538237e-05
107,277.2658061691618,True,0.00023199644064264557,,,,,0.0002285056244077932,0.00023548725687749794,0.00026514977078506696,0.00022371704629464695
108,277.28623884668923,True,-0.0005771707368377732,,,,,-0.000580655177441991,-0.0005736862962335554,-0.0005452218797553643,-0.0005851343346788829
109,277.3066716242174,True,-0.0034566132804189076,,,,,-0.00346001206571267,-0.0034532144951251453,-0.0034260539595110107,-0.003464368956648256
110,277.34753687879856,True,-0.006065617059069606,,,,,-0.0060687429575243534,-0.006062491160614858,-0.00603794930551238,-0.006073206879662063
111,277.3679696558611,True,-0.006765939193110082,,,,,-0.006768913637370089,-0.0067629647488500755,-0.006739753823111871,-0.006773509049812443
112,277.388402232682,True,-0.007060248279616044,,,,,-0.007063081175172736,-0.007057415384059351,-0.007035546608249121,-0.0070678147944134295
113,277.4088349095109,True,-0.007312184875332028,,,,,-0.007314896641340662,-0.0073094731093233944,-0.007288966274024866,-0.0073197496168621035
114,277.4292676861078,True,-0.007298589795633581,,,,,-0.007301211040448785,-0.007295968550818377,-0.007276841346407492,-0.00730614844250943
115,277.4497003624638,True,-0.007711255208503298,,,,,-0.007713822644607515,-0.007708687772399081,-0.007690976081022982,-0.007718794962106923
116,277.4701329388263,True,-0.007587732750048093,,,,,-0.007590292137900412,-0.007585173362195774,-0.007568903024068874,-0.007595249174607965
117,277.4905656149567,True,-0.007585241796337128,,,,,-0.00758784247643951,-0.007582641116234745,-0.007567860782985103,-0.007592730810147552
118,277.5109983908478,True,-0.007569813149382043,,,,,-0.007572508897960573,-0.007567117400803514,-0.007553887370988055,-0.007577281579796757
119,277.53143096674467,True,-0.00747040120245368,,,,,-0.007473248820430545,-0.007467553584476816,-0.007455951024165408,-0.0074778712523275725
120,277.55186364240944,True,-0.007516286632364477,,,,,-0.007519343643661358,-0.007513229621067596,-0.007503356210140866,-0.007523799175951695
121,277.5722964180677,True,-0.0072311444663682445,,,,,-0.007234469514176167,-0.007227819418560322,-0.007219798610848094,-0.007238770783362547
122,277.59272899326606,True,-0.007127409373344273,,,,,-0.007131056948702641,-0.007123761797985906,-0.007117753767530877,-0.007135251129485876
123,277.6131616684652,True,-0.0070451596218480406,,,,,-0.007049179288540763,-0.007041139955155318,-0.007037340900260758,-0.007053362802353802
124,277.633594343657,True,-0.006657557129571556,,,,,-0.0066619907786529264,-0.006653123480490186,-0.006651773594234189,-0.0066663242777201814
125,277.6540270186233,True,-0.0063977281552698995,,,,,-0.006401905068503244,-0.006392157336768789,-0.006393551242036555,-0.006406627894563921
126,277.67445969335677,True,-0.005846125100628097,,,,,-0.005849199756110646,-0.005838555466637807,-0.005843050445145548,-0.005854655721047153
127,277.6948923678574,True,-0.004930565593792402,,,,,-0.004932301654857585,-0.004920800111429813,-0.004928829532727219,-0.004938965509943438
128,277.71532504235074,True,-0.002192739316381198,,,,,-0.002192816933648589,-0.002180557268026573,-0.002192661699113807,-0.0022013415176714846
129,277.75619039087906,True,-6.569191468774882e-05,,,,,-6.104265087691907e-05,-4.813395698577416e-05,-7.034117849857857e-05,-7.606511815649863e-05
130,277.7766231649148,True,1.803314406967349e-05,,,,,2.603364753706039e-05,3.850710911090793e-05,1.0032640602286591e-05,5.795522137086451e-06
131,277.79705573871615,False,0.0001256725640684797,,,,,0.00013793901512593187,0.0001491682121186333,0.00011340611301102754,0.00011065596639836528
132,277.8174884124019,False,-8.003850680937674e-05,,,,,-6.738542384321367e-05,-5.834735787613177e-05,-9.639306319852992e-05,-9.269158977553982e-05
133,277.83792098596314,False,-3.818483352913127e-05,,,,,-2.787884565425003e-05,-2.1536188721804628e-05,-4.962174834755029e-05,-4.849082140401251e-05
134,277.8583537594168,False,0.00015804171981692594,,,,,0.00016240036803338853,0.00016565209989294338,0.00015368307160046335,0.0001482094212639229
135,277.87878643262957,False,-1.3822681845576668e-05,,,,,-1.3710380888709572e-05,-1.3934982802443763e-05,-1.0237036947247091e-05,-2.0977961992851846e-05
136,277.8992191057332,False,-9.726491491363065e-05,,,,,-9.733166548298033e-05,-0.00010059007562213118,-8.64468114127881e-05,-9.719816434428097e-05
137,277.91965177872044,False,-0.00010308780785533989,,,,,-0.00010715828423235596,-0.0001121566592184875,-9.475012114512626e-05,-9.901733147832381e-05
138,277.96051712422195,False,-7.016773275575483e-05,,,,,-7.199871586605067e-05,-7.643842984228488e-05,-6.8336749645459e-05,-4.932803111146189e-05
139,277.98094969674275,False,-2.5326561407801318e-05,,,,,-2.506141968350306e-05,-2.8288854481139936e-05,-2.5591703132099575e-05,1.4661620888478666e-06
140,278.001382469025,False,0.00024815686156565153,,,,,0.0002487734975462619,0.00024611788541206714,0.0002475402255850412,0.00027488206842307683
141,278.0218151413137,False,0.00013064377967986207,,,,,0.0001297342698252102,0.0001260401842531067,0.00013155328953451395,0.00015002095924931957
142,278.04224771336885,False,-2.3538040907933322e-05,,,,,-2.768902692640296e-05,-3.3518736548332484e-05,-1.9387054889463684e-05,-1.7221462464744874e-05
143,278.0626804851927,False,-0.00011743035459138573,,,,,-0.00011730978613122556,-0.00012485382843752113,-0.00010045625826882176,-0.00011755092305154591
144,278.0831130570077,False,-0.00021721470277580313,,,,,-0.000213509172612536,-0.00022092023293907026,-0.00018890569068608087,-0.00022227511435113367
145,278.10354572859796,False,-7.07878510105564e-05,,,,,-6.834721952486689e-05,-7.322848249624592e-05,-4.061498323781887e-05,-8.169731578755446e-05
146,278.1239784000718,False,7.387048485107961e-05,,,,,7.422844685645025e-05,7.351252284570897e-05,9.675108574436209e-05,5.992855896730376e-05
147,278.1444110714219,False,-3.0265655033168137e-05,,,,,-3.2186786360410835e-05,-2.834452370592544e-05,-2.4393555449475635e-05,-4.50069111919138e-05
148,278.1648437425465,False,0.00011427557821663825,,,,,0.00011923473782937677,0.00012708266379712896,0.00010550237458550882,0.00010931641860389973
149,278.1852764135547,False,-4.0073240544113986e-05,,,,,-3.667812057572828e-05,-2.630408806880702e-05,-7.340317671722385e-05,-4.346836051249969e-05
150,278.20570908443915,False,0.00022306856743004033,,,,,0.00022517853858228243,0.0002361198470917092,0.00017074387880189335,0.00022095859627779824
151,278.22614175509807,False,-1.9004062016825252e-06,,,,,-3.8038298111331414e-07,8.764895156776475e-06,-6.165957147286072e-05,-3.420429422251736e-06
152,278.246574425757,False,-3.11398928605211e-05,,,,,-2.9767862793517175e-05,-2.4148700219162045e-05,-8.331171859832232e-05,-3.251192292752503e-05
153,278.26700719606015,False,8.469046796910629e-05,,,,,8.608305918600401e-05,8.717657950452207e-05,5.437718849865547e-05,8.329787675220857e-05
154,278.28743976636906,False,-2.1866296024908305e-05,,,,,-2.0026468997014213e-05,-2.3880857676239486e-05,-2.0780441389423032e-05,-2.2952150660393578e-05
155,278.3078724365623,False,-3.687589995365892e-05,,,,,-3.5668946613776065e-05,-4.393866840235461e-05,-3.77638165283134e-06,-3.8082853293541774e-05
156,278.3283050065147,False,-6.518680574030267e-05,,,,,-6.49366692256903e-05,-7.613840523534865e-05,-6.852440693538853e-06,-6.543694225491503e-05
157,278.3487377763595,False,-0.0002015579448619298,,,,,-0.00020320948697438723,-0.00021511306626675886,-0.00013206684980771044,-0.00019990640274947236
158,278.36917044597067,False,4.4647811402454e-06,,,,,7.280792568842287e-08,-1.0093474835382032e-05,6.761325695481268e-05,8.856754354802376e-06
159,278.3896030155738,False,4.2414083196495866e-05,,,,,3.526790094943166e-05,2.8439405433067222e-05,8.23907959273118e-05,4.956026544356007e-05
160,278.4100357849529,False,6.25680924565275e-06,,,,,-9.491901774572042e-07,-3.7877374263750596e-06,1.3462808668762705e-05,1.7257215056076802e-05
161,278.43046845409845,False,8.986909088293249e-05,,,,,8.93097995138259e-05,9.042838225203909e-05,6.688010087918528e-05,0.00010882319350780101
162,278.4713336921486,False,-1.1380384068504501e-05,,,,,-1.5046931002515862e-05,-7.71383713449314e-06,-8.763180287219008e-05,-1.9657125088778926e-06
163,278.49176646094566,False,-2.8605168679751714e-05,,,,,-3.177078583227466e-05,-2.225159401425536e-05,-0.0001052655611177844,-2.5439551527228765e-05
164,278.51219912961824,False,0.0001775240752190932,,,,,0.00017859861340885352,0.00018944629902173382,0.00012069390520785817,0.00017644953702933286
165,278.5530644665123,False,-5.809431711967239e-05,,,,,-5.715979760190226e-05,-4.667761895937872e-05,-5.902883663744252e-05,-7.862514236678386e-05
166,278.5939297026998,False,8.719474590135334e-07,,,,,-3.866993478096603e-06,5.61088839612367e-06,3.252281032750659e-05,-3.752071209495167e-05
167,278.6143623706812,False,-5.070677185931016e-05,,,,,-5.5340386214131065e-05,-4.607315750448926e-05,-2.017247010477341e-05,-9.02267587717942e-05
168,278.6347951384232,False,3.987210405831387e-05,,,,,3.527054978547106e-05,4.4473658331156685e-05,5.5897648911784614e-05,2.6202893923521486e-06
169,278.6552277060546,False,4.819683159695831e-05,,,,,4.937552588435423e-05,5.8246968624997564e-05,4.701813730956239e-05,2.1772580401702157e-05
170,278.6756603735703,False,-3.097128732998389e-05,,,,,-2.0736106215557548e-05,-1.2766994861079795e-05,-4.706122293673953e-05,-4.120646844441023e-05
171,278.69609314084664,False,2.3941153349027466e-05,,,,,2.9876546711049556e-05,3.627800382832724e-05,-1.3567859953433903e-05,1.8005759987005376e-05
172,278.71652570801234,False,8.686002033642115e-05,,,,,8.821782963441827e-05,9.219006508742744e-05,3.996016572038741e-05,8.550221103842404e-05
173,278.7369583750624,False,-3.0460193750136977e-05,,,,,-3.0791895981541195e-05,-3.012849151873276e-05,-6.96855153274889e-05,-2.456004399220557e-05
174,278.7573911419895,False,-1.6363687591613996e-05,,,,,-1.480912966012049e-05,-1.79182455231075e-05,-3.2020507831687084e-05,-2.3864571541132307e-08
175,278.7778238086903,False,4.242233044848831e-06,,,,,-1.3711672210980907e-06,-8.396019486989204e-06,9.855633310795753e-06,2.1231965198875713e-05
176,278.8186890417346,False,-5.356803668005172e-05,,,,,-7.069770716572332e-05,-8.509500432629657e-05,-1.2066569697433138e-05,-3.643836619438012e-05
177,278.83912180808693,False,7.226186482944819e-05,,,,,5.3502776039549005e-05,3.611433123329455e-05,0.00011942803518127931,9.102095361934737e-05
178,278.8595543742049,False,-4.782157348010019e-05,,,,,-6.712254579599453e-05,-8.692438346191711e-05,-7.51609942883924e-06,-2.852060116420585e-05
179,278.87998704031634,False,3.4891763591282654e-05,,,,,1.602999082250811e-05,-5.304668306060911e-06,5.892870126555927e-05,5.37535363600572e-05
180,278.900419806203,False,-7.768315666678571e-05,,,,,-8.856593445050187e-05,-0.00011031791518778533,-6.680037888306956e-05,-5.345442477366902e-05
181,278.9208523718553,False,-8.458676331757342e-05,,,,,-8.6297691819337e-05,-0.00010703663106803596,-8.287583481580985e-05,-5.496642877267366e-05
182,278.9412850375011,False,-5.41761140402941e-05,,,,,-5.093009434586904e-05,-6.926615491620325e-05,-5.742213373471916e-05,-2.4365628874090106e-05
183,278.9617177029213,False,6.298613153032928e-05,,,,,6.587387047041204e-05,5.082731590766443e-05,6.009839259024652e-05,8.634848939603756e-05
184,278.9821503682251,False,4.16020030702402e-05,,,,,3.9632346864326706e-05,2.812707548138782e-05,4.3571659276153696e-05,5.229981964705033e-05
185,279.00258303340524,False,7.952028336033479e-06,,,,,6.151479474914012e-06,-1.71707168417079e-06,2.4498361973934735e-05,9.752577197152945e-06
186,279.0230156983598,False,-4.6401632526005265e-05,,,,,-4.446481672726321e-05,-4.833844832474732e-05,-1.279807734233529e-05,-5.002597054115654e-05
187,279.04344836319797,False,-5.229907164761016e-05,,,,,-5.2720806237527285e-05,-5.187733705769304e-05,-1.4586218874623746e-05,-6.618339021813302e-05
188,279.06388102791243,False,-8.354614236666391e-05,,,,,-8.674050206847195e-05,-8.035178266485588e-05,-5.322750770198059e-05,-0.00010587905828574051
189,279.08431369251775,False,3.821634565071008e-05,,,,,3.200959028037964e-05,4.442310102104052e-05,4.836781179640148e-05,9.644730653013411e-06
190,279.1047462570059,False,9.163537992973314e-05,,,,,9.740901621935194e-05,0.00011542099208305956,8.586174364011434e-05,7.357965654053444e-05
