    0.227028764596561494E-02    0.148759368436801853E-04    0.359946781857043391E+03    0.301155347833019277E+03    0.124977496122908219E+00    0.183166332660570919E+00    0.331253782794994493E+03    0.215436051837251341E+03    0.131352222896334609E+03    0.356872764413241271E+03    0.160885888801292168E+03    0.505639716469799438E+00    0.440980397144971406E+02
    0.224709771529323955E-02    0.122432861662690797E-04    0.759912998945564677E+01    0.302215522101015040E+03    0.713077774183367569E-01    0.212765347900263746E+00    0.484106554327198282E+02    0.205938774930100152E+03    0.121718906515630692E+03    0.209133479784187870E+03    0.160881949351446934E+03    0.506040427531368020E+00    0.447933644003798790E+02
    0.191335519714095938E-01    0.252285645875795007E-04    0.343079792473822636E+03    0.335736821974924112E+03    0.132637509434697272E-01    0.105453446532553688E+00    0.225283058772035645E+03    0.148303889674682466E+03    0.166429762093943083E+03    0.149903506989198601E+02    0.160881729405833340E+03    0.506277409089897934E+00    0.449592142374330876E+02
    0.557676016507821048E-03    0.107548660348944299E-04    0.742256216190482476E+01    0.302019315050093155E+03    0.236350521113496172E-01    0.254150647903661375E+00    0.240573992412693883E+03    0.186439237558463731E+03    0.144261116766357929E+03    0.353044989550119453E+03    0.160880902376806745E+03    0.507294665038415138E+00    0.450887887294726326E+02
    0.409740641579888539E-02    0.907169026711604887E-05    0.345217933570438447E+03    0.304011450327570174E+03    0.149113170602592597E-01    0.222857866944900812E+00    0.342937924763200101E+03    0.170679419760221634E+03    0.120950157511919130E+03    0.328908287179714591E+03    0.160883730749974461E+03    0.505034028727124773E+00    0.453604631281690445E+02
    0.747643065856390399E-02    0.216259142758625956E-04    0.165312279126852091E+01    0.318679559079687522E+03    0.318175012003952262E-01    0.113499646047341210E+00    0.156229431467588398E+03    0.167059715527717515E+03    0.105143861206683866E+03    0.169341911493589095E+02    0.160884946582062668E+03    0.507447308290875587E+00    0.460603082373077939E+02
    0.411695139380262656E-02    0.139873076749490780E-04    0.354833614180311713E+03    0.303417726008520049E+03    0.301387810027589943E-01    0.212433405558443311E+00    0.333742316107585566E+03    0.196424114483784706E+03    0.162785113244035529E+03    0.372407035919344764E+01    0.160883140044794999E+03    0.506368635273813594E+00    0.461696939678734921E+02
    0.561305239201520013E-02    0.179819399036209194E-04    0.164857521166038801E+01    0.311754579719768515E+03    0.956663439029688950E-02    0.176906260306945728E+00    0.333805336457935255E+03    0.189688393764571430E+03    0.153768723017555288E+03    0.112794921431467454E+02    0.160882267230493312E+03    0.506665185957599018E+00    0.463204049579647403E+02
    0.882797776584558040E-02    0.157527725452047397E-04    0.350909041571761520E+03    0.312540687935434789E+03    0.499746680152371725E-01    0.140930442657135863E+00    0.883134715612874999E+02    0.187699288457721309E+03    0.132504982322424155E+03    0.206837530974024219E+03    0.160883572913853868E+03    0.506019150015094232E+00    0.464787082674763852E+02
    0.413274807167364651E-02    0.292679598593706762E-04    0.136222166186057674E+02    0.308848749786898964E+03    0.774261654872986371E-01    0.146286333927788226E+00    0.354676284127596091E+03    0.210678696386024939E+03    0.150530077809795728E+03    0.126909876623115743E+02    0.160884419860393223E+03    0.506210056770129868E+00    0.465189665783572508E+02
    0.206399295018809591E-02    0.786882757343335382E-05    0.319194736674061730E+01    0.306688876505141707E+03    0.905532615526566526E-01    0.266677417615865331E+00    0.229315881017278116E+03    0.189062973864245862E+03    0.115688785197931935E+03    0.110704151070691221E+02    0.160882523305279875E+03    0.506573151164500080E+00    0.465526711531689372E+02
    0.139441580783978506E-01    0.248781359594268508E-04    0.353375933838547439E+03    0.323002061518527569E+03    0.540064015295141781E-01    0.153053286301023328E+00    0.346130518157602580E+03    0.189760659710043626E+03    0.195647388586735161E+03    0.187948323576649614E+03    0.160882847724974368E+03    0.505434349078971334E+00    0.468208394713558036E+02
    0.164055472608412821E-01    0.274024028887118057E-04    0.351899262388987211E+03    0.319304359259404691E+03    0.668279695548453234E-01    0.160750145463761956E+00    0.338720512657687095E+03    0.209765581990708313E+03    0.190891049043360255E+03    0.255570733983221317E+02    0.160884481970349782E+03    0.504979084115721011E+00    0.470288016004225042E+02
    0.286120490983287918E-02    0.211115199289908673E-04    0.350927194992338855E+03    0.300569230661804966E+03    0.329250879126336271E-01    0.138769350245758649E+00    0.358455283436815023E+03    0.180912430886693983E+03    0.132746360642395473E+03    0.359437938249258195E+03    0.160885300912134056E+03    0.505096070142587061E+00    0.471319874233248512E+02
    0.170015951047537139E-01    0.305278451823829503E-04    0.354860075339468949E+03    0.325645911643104171E+03    0.683964356722756017E-01    0.667883927973273311E-01    0.372280723774978384E+02    0.215535439986154188E+03    0.103945958868021293E+03    0.491461208840077646E+02    0.160886902245438506E+03    0.504253509124628518E+00    0.471759722126693148E+02
    0.882719298125308853E-02    0.148029502593458220E-04    0.344286511043907410E+03    0.315724238320404083E+03    0.492004937516788976E-01    0.151300723761269851E+00    0.140947965580474744E+03    0.147721984583454088E+03    0.127591157108044683E+03    0.179531410911081935E+03    0.160882356169969853E+03    0.505959434242262307E+00    0.471923988862229820E+02
    0.224769657652304326E-02    0.310255577198813000E-04    0.686005050127615679E+01    0.302222376054647953E+03    0.668693605967256161E-01    0.571472825301349643E-01    0.616470212576723284E+02    0.215448656636233892E+03    0.858751891324487957E+02    0.383344220181171025E+02    0.160889317939714545E+03    0.505112025901648276E+00    0.473160666427342278E+02
    0.751458730539742228E-02    0.184549675081464611E-04    0.359581194891611915E+03    0.310995602990380064E+03    0.224168605819009305E-01    0.148324328359225821E+00    0.557111610725857354E+01    0.210806402935233564E+03    0.103763812587464727E+03    0.462869876098678645E+02    0.160884741020246906E+03    0.504437086251005473E+00    0.473450094408476048E+02
    0.359476333032344910E-02    0.999468211925545099E-05    0.351847890055125447E+03    0.303039589029092838E+03    0.485223286560399689E-01    0.231907972120935890E+00    0.747951715286859979E+02    0.175950980291312959E+03    0.155977676852186136E+03    0.349274623191038586E+03    0.160882542973770228E+03    0.505275627290555307E+00    0.473587486157103612E+02
    0.784881527132604874E-02    0.221645080137976309E-04    0.351123793260928892E+03    0.309360099834673179E+03    0.502475733585644943E-01    0.171236260388439226E+00    0.113742901319624607E+02    0.186272334909786338E+03    0.191140893497309520E+03    0.173736691787667041E+00    0.160882414388477599E+03    0.506485580009972014E+00    0.474395058551230662E+02
    0.127781890792496404E-01    0.237247813672323861E-04    0.908213383174825362E+00    0.324742144979556599E+03    0.461473437568243605E-01    0.165547949618516821E+00    0.304815572276825719E+03    0.192065717955185164E+03    0.189690709186870748E+03    0.192979803942210566E+03    0.160882588244850012E+03    0.504774867705366281E+00    0.475053507092692939E+02
