    0.478682518005371096E-04    0.808306217193603552E-03    0.345049688816070557E+03    0.126295439064502716E+04    0.438399302959442128E+00    0.645664811134338379E+00    0.516434454917907715E+02    0.330488877296447754E+03    0.932569772005081177E+02    0.904789352416992188E+02    0.162800138231454383E+03    0.812649369239807129E+00   -0.182330050556408242E+14   -0.829404962968535919E+01    1
    0.341847777366638178E-03    0.966359436511993403E-03    0.287666594982147217E+03    0.196308653354644775E+03    0.531972956657409624E+00    0.245205712318420394E+00    0.127292382717132568E+03    0.348855614662170410E+02    0.156930452048778534E+03    0.222651844024658203E+03    0.159683554544043773E+03    0.872871994972229004E+00   -0.182330050556408242E+14   -0.829429962968540124E+01    1
    0.775677025318145807E-03    0.929163098335266085E-04    0.174425339698791504E+02    0.768447428941726685E+02    0.430145442485809326E+00    0.532299691438674838E+00    0.341276614665985107E+03    0.924000835418701172E+02    0.812188242673873901E+02    0.287673418521881104E+03    0.163439065366686464E+03    0.446145236492156982E+00   -0.182330050556408242E+14   -0.829454962968535980E+01    1
    0.669203400611877489E-04    0.695535004138946511E-03    0.275857644081115723E+03    0.579767768383026123E+03    0.552530127763748102E+00    0.217187339067459101E+00    0.239980072975158691E+03    0.882191634178161621E+02    0.185606650650501251E+03    0.708567309379577637E+02    0.162320316005128035E+03    0.543668508529663086E+00   -0.182330050556408242E+14   -0.829479962968538054E+01    1
    0.956530570983886804E-04    0.542965173721313447E-03    0.206764197349548340E+03    0.223063580453395844E+04    0.394762831926345814E+00    0.436801803112029985E+00    0.100450551509857178E+03    0.166663112640380859E+03    0.408311336040496826E+02    0.907602667808532715E+02    0.161631217532133689E+03    0.185898244380950928E+00   -0.182330050556408242E+14   -0.829504962968539061E+01    1
    0.806330621242523204E-03    0.513299167156219469E-03    0.196524188518524170E+03    0.134517968595027924E+04    0.582775479555129983E+00    0.227885556221008284E+00    0.188041391372680664E+03    0.330470788478851318E+03    0.443714305162429810E+02    0.918825888633728027E+02    0.162042610404218266E+03    0.827297568321228027E+00   -0.182330050556408242E+14   -0.829529962968554457E+01    1
    0.453702270984649651E-03    0.971837520599365292E-03    0.105062212944030762E+03    0.349305320978164673E+03    0.368629348278045610E+00    0.397035580873489335E+00    0.211393904685974121E+03    0.270678255558013916E+03    0.143573082625865936E+03    0.139859218597412109E+03    0.160702198830414176E+03    0.733256340026855469E+00   -0.182330050556408242E+14   -0.829554962968555643E+01    1
    0.744386613368988072E-03    0.459159374237060557E-03    0.358374538421630859E+03    0.205877605676651001E+03    0.217034047842025735E+00    0.206153333187103251E-01    0.195462591648101807E+03    0.221188752651214600E+03    0.177144248127937317E+03    0.232527887821197510E+03    0.158575515106717063E+03    0.338739097118377686E+00   -0.182330050556408242E+14   -0.829579962968558604E+01    1
    0.128975212574005142E-03    0.199843645095825185E-04    0.144569928646087646E+03    0.186347474634647369E+04    0.465957176685333208E+00    0.188734585046768183E+00    0.400017356872558594E+02    0.396527481079101562E+02    0.104851314961910248E+03    0.279596750736236572E+03    0.161421257194584541E+03    0.713854670524597168E+00   -0.182330050556408242E+14   -0.829604962968557835E+01    1
    0.755447626113891655E-03    0.180357515811920162E-03    0.254311094284057617E+03    0.276047090291976929E+03    0.364729350805282571E+00    0.344278031587600675E+00    0.932951045036315918E+02    0.330154867172241211E+03    0.103458925962448120E+03    0.669888567924499512E+02    0.160717806236435166E+03    0.397463798522949219E+00   -0.182330050556408242E+14   -0.829629962968548007E+01    1
    0.449831485748291020E-03    0.207241296768188491E-03    0.355759041309356689E+03    0.197692286968231201E+03    0.293549484014511086E+00    0.173340499401092515E-01    0.283493292331695557E+03    0.219903802871704102E+03    0.581950330138206482E+02    0.284260683059692383E+03    0.160118939283594784E+03    0.559737026691436768E+00   -0.182330050556408242E+14   -0.829654962968546528E+01    1
    0.759629607200622628E-04    0.114180684089660645E-03    0.169032361507415771E+03    0.246660977303981781E+04    0.641489106416702204E+00    0.515735518932342485E+00    0.309899897575378418E+03    0.931712293624877930E+02    0.127009146511554718E+03    0.897346758842468262E+02    0.163190036116397067E+03    0.507269263267517090E+00   -0.182330050556408242E+14   -0.829679962968548956E+01    1
    0.663346529006958018E-03    0.691165626049041804E-03    0.111038560867309570E+03    0.716759710907936096E+03    0.437176102399826016E+00    0.366605561971664384E+00    0.107579305171966553E+03    0.181752276420593262E+03    0.122400583148002625E+03    0.261762249469757080E+03    0.162037482095426043E+03    0.430219590663909912E+00   -0.182330050556408242E+14   -0.829704962968551030E+01    1
    0.295216739177703855E-03    0.504395425319671665E-03    0.107770235538482666E+03    0.137935646295547485E+04    0.313196963071823098E+00    0.573844784498214633E+00    0.327444355487823486E+03    0.268727753162384033E+03    0.170067165255546570E+03    0.245855398178100586E+03    0.162860771292280873E+03    0.520630121231079102E+00   -0.182330050556408242E+14   -0.829729962968549195E+01    1
    0.540207624435424795E-04    0.493066906929016165E-03    0.545186018943786621E+02    0.423068332672119141E+02    0.147875672578811623E+00    0.624014699459075839E+00    0.258303015232086182E+03    0.190290369987487793E+03    0.761336491703987122E+02    0.125210173130035400E+03    0.159589108072821915E+03    0.697237670421600342E+00   -0.182330050556408242E+14   -0.829754962968562282E+01    1
    0.620198249816894520E-04    0.675604581832885804E-03    0.211792438030242920E+03    0.291856778025627136E+04    0.147222328186035145E+00    0.138342744112014748E+00    0.215971941947937012E+03    0.790820360183715820E+02    0.163862886071205139E+03    0.279248235225677490E+03    0.161986709826120773E+03    0.113892078399658203E+00   -0.182330050556408242E+14   -0.829779962968565066E+01    1
    0.611001491546630886E-03    0.855595231056213343E-03    0.281326689720153809E+03    0.186764104843139648E+04    0.610352045297622658E+00    0.201031428575515730E+00    0.200103092193603516E+03    0.123980627059936523E+03    0.196868349432945251E+03    0.257900683879852295E+03    0.163016260998795502E+03    0.850553929805755615E+00   -0.182330050556408242E+14   -0.829804962968555238E+01    1
    0.670957624912261932E-03    0.967527270317077677E-03    0.516530585289001465E+02    0.607365735769271851E+03    0.269692629575729370E+00    0.699303388595581055E+00    0.164859144687652588E+03    0.491593122482299805E+02    0.197303743064403534E+03    0.110255956649780273E+02    0.163430824380476537E+03    0.893822491168975830E+00   -0.182330050556408242E+14   -0.829829962968552692E+01    1
    0.258015573024749777E-03    0.467829465866088879E-03    0.229133841991424561E+03    0.213884482383728027E+03    0.426044881343841553E+00    0.694710075855255127E+00    0.144454507827758789E+03    0.277526857852935791E+03    0.933214672207832336E+02    0.121619296073913574E+03    0.163368793659044144E+03    0.352531373500823975E+00   -0.182330050556408242E+14   -0.829854962968555654E+01    1
