toi,tid,pl_tranmid,pl_orbper,pl_trandurh,pl_trandep
3670.01,331854794,2458814.297,2.1944009,1.574,6950
3671.01,312345863,2458814.776,1.726988,1.207,10170
3672.01,50943163,2458810.75,2.4254068,3.323,1910
3673.01,452964680,2458814.586,2.2391029,2.937,15120
3674.01,308613965,2458811.767,4.4622526,3.323,9540
3675.01,34646336,2458805.867,5.9597287,4.822,11040
3663.01,354151219,2458809.804,3.5639033,2.111,1470
3664.01,348437470,2458811.931,3.2963391,2.233,13000
3665.01,65440953,2458812.784,0.8746494,1.576,1910
3666.01,346626688,2458810.626,4.4084292,3.285,10240
3667.01,63717709,2458806.896,5.4462638,2.044,9450
3668.01,467580267,2458814.141,0.7408095,1.38,2180
3655.01,94609570,2458813.345,3.3322539,1.999,10680
3656.01,77258279,2458803.782,5.5116348,2.7,11000
3657.01,381544766,2458810.453,4.0903496,2.725,13690
3658.01,71854732,2458812.129,3.1033045,3.466,9680
3659.01,374778982,2458810.628,2.3878161,2.604,6800
3660.01,67517533,2458810.023,3.9491382,1.416,10080
3661.01,370123525,2458813.072,2.6405742,3.461,10280
3662.01,65446983,2458813.714,9.9908116,3.566,4620
3647.01,149855074,2458813.249,3.1116107,2.729,2590
3648.01,433144048,2458810.053,2.9283011,3.558,4550
3649.01,139559780,2458814.113,3.2637419,1.977,8150
3650.01,139507260,2458814.195,1.7556768,2.071,12260
3651.01,415976665,2458813.529,1.5258908,1.524,1530
3652.01,116848450,2458806.714,3.4813805,3.985,4280
3653.01,410552165,2458809.542,4.6043745,1.258,14070
3654.01,396556650,2458814.364,2.277182,1.675,5220
3640.01,200917197,2458811.584,1.2195048,1.503,3130
3641.01,192878624,2458807.301,5.7376859,4.793,9200
3642.01,186614891,2458808.187,4.0844,1.932,20090
3643.01,453230066,2458813.486,1.5492212,2.287,1420
3644.01,445496795,2458813.221,1.833122,1.922,2310
3645.01,184733148,2458809.37,2.9597201,2.608,11930
3646.01,445407434,2458814.827,2.1795883,2.614,19460
3635.01,428003305,2458787.304,1.804272,4.132,4300
3636.01,61205803,2458783.985,4.2166913,3.313,20140
3637.01,370981403,2458787.385,3.7328807,5.382,14620
3638.01,47094691,2458785.286,4.9258489,1.355,12870
3639.01,365447203,2458787.038,5.7210046,3.031,14780
3628.01,238624131,2458781.952,3.4932955,2.754,9140
3629.01,455784423,2458784.256,3.9381727,2.179,16580
3630.01,189380158,2458785.619,1.9618085,2.749,13740
3631.01,429414530,2458784.456,2.6340964,3.477,2250
3632.01,186292194,2458784.906,3.2405937,3.414,10440
3633.01,429218084,2458787.558,2.5261394,1.343,2420
3634.01,80478272,2458779.785,5.0859853,2.437,6850
3620.01,620780629,2458785.475,4.8897431,2.738,5930
3621.01,435861696,2458779.819,5.6902814,2.344,21290
3622.01,432761635,2458786.595,3.213003,3.37,10330
3623.01,422881018,2458778.015,5.7462418,3.327,7750
3624.01,414922696,2458786.29,7.6521047,3.752,2810
3625.01,1980725947,2458785.274,2.9710609,3.201,12590
3626.01,398912927,2458766.79,19.8875338,1.34,3020
3627.01,1979500576,2458784.457,2.6342729,3.998,3190
3612.01,233948455,2458787.202,1.4822905,1.604,21790
3613.01,233795794,2458786.332,3.1495598,2.749,18940
3614.01,233831759,2458785.27,2.9708603,3.122,4020
3615.01,173711153,2458783.144,3.1326267,3.641,4240
3616.01,173298412,2458784.122,2.4184577,2.511,4900
3617.01,173176491,2458786.826,3.234192,2.181,8840
3618.01,65981892,2458782.911,3.4903883,1.777,12130
3619.01,64938667,2458784.246,3.1987064,3.388,12860
3603.01,13961554,2458787.72,1.2678347,0.953,6350
3604.01,330135981,2458787.005,1.0666884,1.549,20510
3605.01,329373799,2458784.434,3.6552941,4.085,12020
3606.01,315907220,2458777.427,9.3123063,4.42,13280
3607.01,277505161,2458788.042,3.5891306,2.356,6590
3608.01,267867517,2458787.359,2.6816329,2.695,3100
3609.01,267861788,2458780.09,6.385784,3.733,6840
3610.01,267484653,2458788.151,1.7386254,2.047,3690
3611.01,252549844,2458783.528,3.0784273,3.612,7480
3597.01,267650535,2458783.626,4.0093907,2.631,23030
3598.01,352469839,2458785.634,3.7035944,1.74,12460
3599.01,194461202,2458784.822,3.2523102,2.711,11410
3600.01,343726435,2458786.417,5.0161796,3.4,8050
3601.01,191202679,2458781.337,4.0517159,3.028,6100
3602.01,331146317,2458783.827,2.3876147,2.635,14700
3595.01,440113053,2458787.791,1.8052032,2.018,22800
3596.01,352690548,2458787.854,4.9067429,3.329,7000
3591.01,190479710,2458746.879,8.4844046,3.432,6200
3592.01,162387333,2458756.922,5.5265954,5.222,1520
3593.01,162289289,2458760.318,3.8224667,2.384,12760
3594.01,162179096,2458749.502,9.325074,2.008,12400
3585.01,287591638,2458761.249,3.541594,2.015,2640
3586.01,286080865,2458746.434,11.3143783,3.351,31350
3587.01,267373896,2458759.351,4.1590047,4.041,8560
3588.01,265242905,2458760.193,3.7028879,4.414,3650
3589.01,260761464,2458762.13,3.0830619,3.814,14650
3590.01,236638487,2458756.098,4.4073468,1.673,4780
3580.01,305478010,2458762.231,3.121339,4.331,26300
3581.01,295413003,2458757.571,3.0373017,4.664,6290
3582.01,290308758,2458756.848,4.4168532,3.842,10620
3583.01,289895191,2458759.507,5.2464348,5.158,7700
3584.01,289100911,2458761.603,2.7568438,2.255,9970
3574.01,407694390,2458757.145,3.6691689,1.938,10540
3575.01,407658979,2458747.637,8.084554,1.991,6180
3576.01,405897415,2458759.761,4.6389448,3.747,11510
3577.01,396133015,2458762.724,5.2656979,2.875,2880
3578.01,358186451,2458763.113,1.3170699,1.753,640
3579.01,316606244,2458762.172,3.310636,3.9,590
3571.01,2010186093,2458758.872,3.007299,3.308,9300
3572.01,1976308113,2458761.603,2.7568649,2.312,18380
3573.01,407905370,2458747.792,9.8170028,3.341,6510
3564.01,193482096,2458732.854,4.0872947,4.443,14920
3565.01,1965256662,2458727.428,4.3170598,2.879,10240
3566.01,169187982,2458733.521,1.7644357,2.162,20550
3567.01,452658846,2458733.354,1.9995156,1.189,11750
3568.01,160390955,2458730.235,4.4199503,2.232,7160
3569.01,436314778,2458729.82,4.5958352,3.635,10740
3570.01,136122328,2458731.209,2.1077962,3.012,9780
3555.01,233415701,2458726.166,5.2710696,4.242,19200
3556.01,230840853,2458728.164,4.1184449,2.465,15320
3557.01,271042173,2458733.141,0.476873,1.135,1930
3558.01,195750008,2458732.975,2.5677892,2.032,12080
3559.01,184468386,2458728.759,2.5411496,1.629,6480
3560.01,184295571,2458732.072,1.9803329,2.898,1550
3561.01,172754786,2458726.839,4.127669,2.841,19780
3562.01,193708920,2458732.454,1.3298469,3.007,2190
3563.01,169461816,2458729.196,17.8739396,7.328,8930
3547.01,274075364,2458727.091,4.1640957,1.602,12440
3548.01,271167979,2458733.08,0.3093954,0.442,7680
3549.01,269269740,2458732.187,1.8640574,3.46,3520
3550.01,248058363,2458732.214,1.1241426,1.229,1350
3551.01,247283596,2458732.965,3.1930364,4.003,3980
3552.01,247283054,2458732.728,0.9285214,0.965,2470
3553.01,239628993,2458730.922,1.9408546,1.518,5480
3554.01,239585909,2458732.198,1.6130456,1.53,11910
3538.01,27459498,2458719.186,7.3065193,3.057,8170
3539.01,294594423,2458721.923,6.0993988,3.262,13670
3540.01,17865622,2458731.622,3.119885,1.464,8630
3541.01,291147951,2458731.098,2.531951,2.575,8850
3542.01,16187321,2458729.233,4.2021156,2.786,9380
3543.01,275887811,2458726.652,6.4817847,2.954,11330
3544.01,15460993,2458729.485,2.2025898,1.908,12060
3545.01,274641986,2458730.711,3.1874719,2.998,10060
3546.01,13424053,2458730.236,5.2013369,3.065,6380
3533.01,313408643,2458727.428,4.3170096,2.879,9700
3534.01,27916356,2458729.375,3.2343412,3.323,9500
3535.01,304514922,2458731.331,1.9122976,2.491,9910
3536.01,27844066,2458732.821,1.8532983,1.197,10790
3537.01,294599100,2458733.583,5.6143398,1.571,15300
3527.01,355748785,2458733.412,1.7555273,1.578,5170
3528.01,67247610,2458731.528,1.9747982,1.556,11780
3529.01,326203952,2458729.109,2.5858774,2.697,15650
3530.01,64214215,2458732.545,1.3570772,1.101,2300
3531.01,316038054,2458731.875,3.8097432,4.333,13480
3532.01,42484503,2458733.636,2.4562334,1.979,9360
3521.01,429036977,2458731.17,3.2448913,1.43,10720
3522.01,106224627,2458731.3,3.3422985,1.918,14420
3523.01,417047499,2458730.497,2.3050165,3.53,11260
3524.01,106224626,2458731.299,3.3418892,2.084,24860
3525.01,373576942,2458731.568,0.8912218,1.846,9160
3526.01,89876424,2458733.088,1.5380702,2.226,8770
3518.01,1712954983,2458710.181,2.9661661,2.068,19190
3519.01,417129824,2458705.477,3.5000546,3.857,6020
3520.01,120101789,2458709.339,3.0098815,3.093,9270
3511.01,416368336,2458709.853,1.0851937,0.515,17390
3512.01,40779013,2458708.892,1.7113115,1.562,9840
3513.01,244487927,2458708.352,2.9845019,2.629,4960
3514.01,1870990135,2458708.55,1.5052542,1.299,24440
3515.01,198725468,2458710.109,3.0407351,3.564,5120
3516.01,30254887,2458708.97,2.5016871,1.541,3540
3517.01,123007594,2458704.595,3.3691463,2.744,12740
3504.01,117689799,2458706.275,2.1571377,2.16,18850
3505.01,390988385,2458709.105,2.9174252,1.673,3330
3506.01,102159710,2458704.135,4.4983204,2.949,10000
3507.01,86451883,2458708.664,1.7561019,2.858,11010
3508.01,278968371,2458707.692,1.2997811,2.35,7140
3509.01,244912396,2458704.844,5.1098975,4.51,17180
3510.01,57753734,2458709.208,2.8729345,2.663,11760
3499.01,446370039,2459307.959,4.6001264,8.1516475,3840.323904
3500.01,443666343,2459307.988,7.3510642,3.8475431,1314.709496
3501.01,98957720,2459313.472,15.3492551,2.9340007,23822.89819
3502.01,452281203,2459307.389,3.4462899,1.5251339,4373.381517
3503.01,459850897,2459307.63,1.1886099,1.9621031,2522.089647
3492.01,81077799,2459323.745,9.2226358,5.011,3380
3493.01,203377303,2459313.045,16.323461,4.4079827,763.881507
3494.01,165827520,2459310.021,7.7507939,1.4457234,5442.398668
3495.01,272167060,2459330.334,8.4130146,2.452,390
3496.01,448358913,2459329.672,1.5505443,1.414,660
3497.01,21113347,2459310.817,4.2180687,3.4569831,7739.974682
3498.01,310294189,2459338.605,4.8803685,6.5928419,6344.141178
3485.01,394672497,2459382.714,11.8413467,2.865,770
3486.01,221861843,2458650.65,2.2177825,1.456,15020
3487.01,301160638,2458636.198,16.008852,2.86,10210
3488.01,394570569,2458641.671,6.9628431,4.4,1040
3489.01,221785300,2458651.937,3.7832209,3.582,12530
3490.01,394492339,2458643.585,9.1311059,2.567,35730
3491.01,208719443,2458647.804,2.4038861,3.637,31360
3478.01,255909950,2458650.343,1.8285101,3.053,16730
3479.01,402219289,2458648.289,2.1968475,3.052,6040
3480.01,254909777,2458650.197,2.1301227,2.646,16130
3481.01,396316939,2458648.07,4.9198255,2.16,3920
3482.01,254629854,2458652.343,0.9712202,1.222,1800
3483.01,395926728,2458651.047,1.4466801,1.547,4430
3484.01,221882319,2458649.71,5.1904979,5.187,7570
3470.01,277538491,2458650.608,3.2409662,1.456,14500
3471.01,407166076,2458645.217,8.7540721,3.614,14870
3472.01,275562670,2458651.449,1.5810556,2.437,33340
3473.01,406861922,2458650.301,4.036755,2.892,11250
3474.01,274367763,2458652.592,3.8789319,3.745,12120
3475.01,403507814,2458649.58,2.7806863,3.182,11540
3476.01,272983172,2458651.41,4.3198766,2.68,14340
3477.01,402391147,2458647.99,3.3614287,3.771,10780
3465.01,454361389,2458648.456,3.9577588,3.097,3100
3466.01,284254253,2458651.974,1.862908,4.562,3420
3467.01,453289469,2458652.437,0.7799194,1.543,1920
3468.01,282091493,2458647.686,3.3789946,3.332,11150
3469.01,447192619,2458649.587,2.6567856,4.089,13190
3458.01,340228388,2458650.067,3.1730487,2.166,17510
3459.01,335860261,2458641.797,8.491977,4.738,12470
3460.01,39858507,2459378.778,4.6288384,6.264,5380
3461.01,334080358,2458648.138,11.4526165,4.764,6540
3462.01,324116813,2458651.075,6.3903083,1.679,5920
3463.01,292889298,2458651.56,2.2538878,3.664,7450
3464.01,290504044,2458651.909,3.6496191,2.149,5790
3451.01,361710792,2458647.345,8.7264492,2.563,10800
3452.01,360475034,2458650.967,2.8389566,4.719,3620
3453.01,360473750,2458645.098,4.3604094,4.972,3200
3454.01,359426909,2458648.363,3.9421637,2.165,8190
3455.01,358938714,2458651.745,0.422425,0.68,4090
3456.01,357661805,2458645.835,17.0328519,2.591,15860
3457.01,357312511,2458618.36,32.5984753,4.391,4610
3443.01,392995938,2458651.184,1.0083896,2.76,1610
3444.01,161299119,2458650.459,2.7194314,2.277,13570
3445.01,364431259,2458647.654,2.9870391,2.679,14090
3446.01,149022647,2458651.899,1.8530226,2.251,16530
3447.01,363749415,2458651.478,3.6554805,3.88,5020
3448.01,143934343,2458652.148,2.1638577,2.446,26900
3449.01,363083571,2458651.043,3.8255457,3.831,8440
3450.01,126125073,2458647.724,3.6375164,3.186,4590
3439.01,394338713,2458650.035,5.9340538,1.846,11360
3440.01,208030798,2458650.326,1.7167587,2.044,13620
3441.01,393196631,2458652.217,4.2589858,3.412,5890
3442.01,207981861,2458647.574,3.4558076,2.662,23830
3434.01,270457662,2459249.549,3.1510024,0.612,4700
3435.01,238162973,2459260.036,11.8885643,2.567,35450
3436.01,132320310,2459277.091,1.3955317,2.62,960
3437.01,132313173,2459273.843,4.9873145,2.089,15200
3438.01,455272393,2459278.66,1.6660266,1.316,2450
3427.01,144467913,2459248.894,2.9526508,2.503,9320
3428.01,271486001,2459274.294,5.3945125,7.126,1430
3429.01,134551640,2459251.255,13.9311096,3.508,6720
3430.01,118329434,2459243.223,5.0949767,4.57,4150
3431.01,270649648,2459247.432,3.919695,4.027,12270
3432.01,133849258,2458533.148,9.1394374,3.93,12940
3433.01,270471065,2459246.895,2.7765784,2.076,5710
3421.01,145023816,2459248.382,2.8389301,2.45,6210
3422.01,286099128,2459276.585,3.7788872,2.985,18140
3423.01,144970275,2459248.479,2.5313424,2.246,5830
3424.01,283702603,2459279.471,0.6691882,1.347,2850
3425.01,144682439,2459252.829,0.765415,1.389,2740
3426.01,277833423,2459273.785,6.178699,4.439,17960
3416.01,145910571,2459277.156,2.3626917,2.938,7280
3417.01,332710679,2459279.352,2.7194615,2.481,18840
3418.01,437144507,2458539.31,7.3043212,5.393,7610
3419.01,145904365,2459265.191,7.9969538,5.4,19120
3420.01,293978434,2458540.862,1.5971426,3.316,2150
3409.01,405485201,2459278.416,7.7605254,3.639,2060
3410.01,238012337,2459273.34,3.9791023,4.47,4000
3411.01,150424946,2459242.489,7.0628019,4.385,13490
3412.01,396794358,2459278.64,3.1405783,1.574,8570
3413.01,149745822,2459245.87,4.7114264,1.502,5410
3414.01,131348451,2459272.51,9.7355768,5.954,2590
3415.01,386456916,2459247.848,3.5714448,2.356,4090
3401.01,26051436,2459275.592,3.6689529,2.866,14780
3402.01,152685831,2459250.856,3.4714171,3.006,3580
3403.01,133107143,2459262.093,11.2205176,3.605,11860
3404.01,18795429,2459276.823,2.5087868,2.529,15750
3405.01,152326573,2459244.498,6.1458884,2.808,12900
3406.01,410159011,2459279.36,2.623354,2.845,8790
3407.01,152005053,2459251.754,1.3847905,2.657,4150
3408.01,7904580,2459249.62,15.8346011,4.676,18000
3394.01,59536337,2459276.408,7.8373997,3.273,2880
3395.01,170405772,2459248.381,3.2730247,1.551,4030
3396.01,56630436,2459269.601,6.4708153,5.362,8620
3397.01,154616309,2459248.509,3.6250244,2.209,11380
3398.01,46999289,2459279.444,6.2106672,3.147,3210
3399.01,153197346,2458540.492,2.642447,4.373,4700
3400.01,437215469,2459252.997,3.8036198,4.141,17890
3387.01,118072143,2459248.724,2.7678404,2.225,9160
3388.01,173860688,2458541.414,0.845657,1.824,390
3389.01,419419534,2459278.794,1.680148,1.217,1420
3390.01,96055535,2459278.561,5.4033373,1.421,14900
3391.01,173824688,2458540.778,4.7093723,5.516,9750
3392.01,80174172,2459278.729,1.1104301,1.604,4870
3393.01,173260345,2458538.389,5.2059716,2.803,9210
3382.01,13737885,2459252.368,4.4575332,5.319,2900
3383.01,175317833,2459278.358,9.7327432,1.741,9870
3384.01,118603213,2459277.024,1.8592079,2.212,3150
3385.01,175079720,2459274.969,2.2623261,3.048,2940
3386.01,174426662,2458540.327,0.8855539,1.034,1900
3374.01,131025778,2459251.491,2.6543295,3.275,18470
3375.01,185482513,2459279.832,1.2368321,2.144,1930
3376.01,130797885,2459271.005,4.7260751,4.275,6910
3377.01,184670625,2459278.383,0.5241284,1.017,2400
3378.01,133655284,2459275.474,2.6101478,3.806,2480
3379.01,130191319,2459250.615,1.6117444,1.524,3120
3380.01,176148945,2459249.847,2.0086823,1.903,1150
3381.01,129881395,2459252.697,3.3630421,2.776,20990
3368.01,131419624,2459276.067,7.2611991,3.389,3980
3369.01,190981760,2459278.825,3.5463582,4.168,6020
3370.01,131250246,2459278.29,2.3506831,2.743,1940
3371.01,186470510,2459276.497,3.5069396,3.115,2910
3372.01,131036011,2459273.405,11.0701242,4.097,11750
3373.01,186459119,2459269.312,6.534605,2.957,6530
3362.01,464300749,2459307.432,18.0954753,2.621,4150
3363.01,385858569,2459286.773,9.7431513,3.043,1170
3364.01,280655495,2459296.688,5.8768877,4.326,6750
3365.01,34297761,2459302.409,5.3928876,3.708,7140
3366.01,220547837,2459328.323,8.456269,4.259,8680
3367.01,131730580,2459301.919,3.7493233,2.274,1170
3358.01,146244533,2459296.556,8.8088443,4.411,3550
3359.01,360714300,2459318.268,15.8116085,4.338,440
3360.01,342343963,2459296.8,16.7375044,1.319,2570
3361.01,440324561,2459293.125,10.5634342,1.011,11150
3357.01,412259468,2459229.684,2.6535777,2.1014914,1446.27536
3356.01,229138584,2459136.464,2.9122454,3.269,1210
3350.01,4959676,2459302.42,2.2358979,1.588,610
3351.01,941340744,2459327.236,4.3115751,2.704,9555
3352.01,33840683,2459349.884,13.8198473,4.995,230
3353.01,391903064,2459380.962,4.6657738,3.0411764,646.584082
3353.02,391903064,2459374.197,8.8175652,3.11,490
3354.01,260367888,2459288.038,46.3810093,5.757,760
3355.01,382045742,2459330.827,15.6599766,4.698,390
3347.01,131581531,2459251.479,3.0591641,4.25,2110
3348.01,131347421,2459250.961,2.6156239,2.101,2340
3349.01,50909831,2459225.652,2.0272642,0.977,4320
3339.01,86021841,2458682.102,3.746753,2.207,14020
3340.01,76761591,2458658.734,11.9739563,3.313,9010
3341.01,75919790,2458677.992,8.6344543,4.863,13190
3342.01,75076261,2458678.849,5.9712429,3.206,12490
3343.01,58046864,2458680.476,2.3651663,2.462,15360
3344.01,57093805,2458678.654,3.2229781,3.793,9310
3345.01,21997420,2458681.029,2.1942287,3.161,13070
3346.01,6404965,2458681.381,4.8692603,2.538,5510
3331.01,194795551,2458681.487,2.0184824,2.1,14440
3332.01,194179013,2459384.151,3.1785277,5.974,20330
3333.01,193782529,2458674.781,3.9823479,4.463,32030
3334.01,160930264,2458680.863,1.9242952,3.075,12690
3335.01,120033290,2458682.074,2.265394,3.478,4540
3336.01,119950057,2458681.503,10.1822686,2.424,12570
3337.01,119089245,2458680.072,1.2434918,1.194,8750
3338.01,86419190,2458679.234,1.4895326,1.03,7220
3324.01,304695574,2458678.758,2.808931,3.798,6110
3325.01,303617735,2458681.769,4.2698646,3.047,5600
3326.01,301455423,2458681.133,1.0664558,2.186,15410
3327.01,292477426,2458680.012,4.1805026,3.86,4230
3328.01,276647494,2458676.648,10.1932279,6.2,1940
3329.01,256158543,2458677.713,5.0648607,4.379,9710
3330.01,255768108,2458680.421,1.0814697,1.354,8380
3319.01,310267134,2458681.713,0.5438807,0.78,3390
3320.01,307320565,2458679.027,2.6270783,3.487,5290
3321.01,306648160,2458681.489,3.6525305,4.153,9770
3322.01,306357884,2458681.718,1.0571114,1.241,1730
3323.01,305512837,2458679.116,3.0222724,3.274,15590
3312.01,332314607,2458672.499,5.3890264,3.794,29490
3313.01,327210623,2458678.307,2.1264904,1.684,11010
3314.01,315398848,2458679.635,1.3677581,1.363,5840
3315.01,312030014,2458674.518,5.2330675,4.782,7390
3316.01,311565540,2458677.463,4.0674653,2.535,10550
3317.01,311292015,2458676.561,2.9514023,3.664,8800
3318.01,310854881,2458679.413,12.8844328,3.792,21400
3305.01,380775661,2458679.379,2.025562,2.34,18070
3306.01,369861731,2458681.293,3.8784766,2.609,4760
3307.01,369861728,2458681.294,3.8784358,2.677,9620
3308.01,365554300,2458682.085,0.7614978,0.942,5810
3309.01,365021641,2458678.645,7.4850934,3.816,13360
3310.01,364072092,2458681.99,1.3826002,1.184,9680
3311.01,337274055,2458676.432,4.848069,2.273,6370
3298.01,407772585,2458680.248,3.0539792,1.744,11760
3299.01,390723664,2458676.816,2.9264345,3.182,7890
3300.01,384299730,2458672.274,6.6929528,5.887,2740
3301.01,384016413,2458672.23,5.4510634,3.833,3530
3302.01,383299778,2458679.246,1.5573761,1.229,3930
3303.01,381982417,2458678.18,8.6159869,1.768,3600
3304.01,381789320,2458679.359,3.493872,3.005,7100
3290.01,31697707,2459059.767,3.910946,3.28,5210
3291.01,464593883,2458672.602,9.0653768,2.062,8550
3292.01,464481762,2458674.618,4.253182,4.123,8290
3293.01,464445045,2458679.954,2.589659,3.385,7430
3294.01,464280516,2458680.361,2.5658729,2.425,10050
3295.01,456574511,2458676.06,3.4379994,3.855,8370
3296.01,456560485,2458678.205,5.9493696,3.678,10370
3297.01,451538240,2458681.61,3.9347905,4.438,8180
3285.01,114181798,2459058.995,2.7022764,2.856,11200
3286.01,113648563,2459060.316,2.0325685,1.312,18260
3287.01,113117112,2459055.336,2.7176413,3.285,12100
3288.01,79920467,2459057.731,1.4338615,1.61,31360
3289.01,31786438,2459059.528,1.4259934,1.434,4670
3277.01,319568619,2459058.439,1.5265889,1.688,23630
3278.01,304130406,2458680.815,3.2464257,2.082,8430
3279.01,179987678,2459059.812,0.4191361,0.582,2750
3280.01,290302491,2459054.05,3.8348994,3.138,4600
3281.01,254142310,2459052.424,9.3108074,5.27,2860
3282.01,219924802,2459056.307,2.9478339,2.205,5030
3283.01,201660996,2459055.629,3.502221,2.911,13290
3284.01,166220082,2459059.423,0.8102219,0.737,820
3271.01,406236094,2459052.565,4.1394473,2.94,4070
3272.01,388280249,2459059.804,3.146757,2.118,7380
3273.01,372443687,2459052.958,4.2955192,2.874,20630
3274.01,360822008,2459056.461,2.9075077,2.92,10020
3275.01,325275736,2459027.741,20.5020769,7.382,17680
3276.01,320327056,2459048.054,7.0327412,3.044,17290
3263.01,469821652,2459051.811,5.6155837,4.495,2690
3264.01,468055102,2459057.26,3.3133491,3.881,8900
3265.01,466167563,2459060.244,3.3792968,1.196,6680
3266.01,451566438,2459053.758,3.7462787,1.7,6880
3267.01,410372968,2459060.509,2.7674682,2.997,5740
3268.01,410358456,2459059.248,1.8641301,1.446,4320
3269.01,410314178,2459055.099,4.1320394,1.473,3880
3270.01,407922734,2459048.015,6.475067,2.305,25370
3260.01,370138999,2459113.502,11.4519176,2.526,2560
3261.01,358070912,2459112.397,0.8831279,1.464,2120
3262.01,280096473,2459078.684,12.8770898,1.448,7350
3258.01,369789627,2458682.266,1.2278465,1.706,2070
3259.01,68523365,2458621.772,3.4464432,2.788,15910
3252.01,112037211,2458619.607,4.3619499,2.551,9690
3253.01,112037203,2458619.606,4.3622356,2.645,18670
3254.01,107506563,2458620.539,1.6837622,2.484,13600
3255.01,83395136,2458622.731,2.2465319,1.522,9570
3256.01,322901324,2459139.462,6.3096108,2.724,4300
3257.01,76505260,2458621.68,2.532977,2.526,12180
3246.01,179715231,2458617.537,4.3184505,3.501,11490
3247.01,167597352,2458614.96,5.3284049,3.231,6680
3248.01,165667705,2458620.951,3.2778923,3.519,8590
3249.01,159262969,2458620.911,3.2457284,2.505,10510
3250.01,125424836,2458621.984,3.2800191,3.165,8440
3251.01,121194926,2458620.75,2.0680295,1.771,3300
3239.01,241569046,2458621.942,2.2290958,2.892,9650
3240.01,241514551,2458616.777,3.8595547,2.054,16590
3241.01,241326434,2458613.211,6.8379451,2.564,33940
3242.01,209923610,2458618.188,3.0000357,3.059,10160
3243.01,209707800,2458620.657,2.0517062,1.794,9270
3244.01,208091447,2458620.952,4.6606892,2.863,6370
3245.01,203476998,2458618.746,2.8971879,4.356,11450
3231.01,280857321,2458621.123,2.1739624,1.992,3100
3232.01,269439355,2458621.03,3.3898234,1.587,1840
3233.01,265633507,2458623.122,0.9786295,1.715,5870
3234.01,260776145,2458615.092,10.7010206,4.393,24670
3235.01,243641947,2458619.248,2.5927363,1.351,74480
3236.01,242460075,2459356.489,2.9098435,1.928,9480
3237.01,242389810,2458618.506,3.0270335,3.795,21580
3238.01,241752370,2458619.089,3.224746,3.621,11350
3224.01,297457992,2458621.784,2.8302351,2.499,13110
3225.01,401952328,2458643.595,9.153688,3.537,3200
3226.01,295233473,2458620.017,2.3735506,2.86,4850
3227.01,294385899,2458608.855,8.9466535,3.718,5780
3228.01,294365631,2458622.535,1.8121477,1.389,5230
3229.01,290263093,2458615.02,5.2112308,3.855,8100
3230.01,289445553,2458622.203,1.820028,2.175,14480
3219.01,305492348,2458619.743,3.2965299,3.895,9110
3220.01,304950588,2458622.543,7.4239508,2.889,19120
3221.01,303883880,2458622.243,0.8968745,2.578,11080
3222.01,303686889,2458616.505,5.632236,4.962,3830
3223.01,297668572,2458617.377,4.6342981,5.611,45990
3212.01,316236118,2458623.631,4.1946124,2.787,27490
3213.01,314013231,2458621.059,2.5404165,3.046,21900
3214.01,312508092,2458616.04,5.7729501,3.856,10170
3215.01,307888842,2458622.19,1.2011849,1.506,5710
3216.01,306547699,2458622.253,2.6991103,5.504,14880
3217.01,309436531,2459383.967,3.2136333,1.875,7810
3218.01,305739565,2458621.535,3.3683715,4.585,6440
3204.01,326662822,2458617.027,4.0435019,4.958,14290
3205.01,322862882,2458622.746,1.2366877,0.997,18200
3206.01,321802774,2458620.515,1.9402399,3.329,6630
3207.01,320994166,2458622.951,4.0996465,4.586,17450
3208.01,319949055,2458620.402,2.3566575,3.439,7060
3209.01,319806044,2458623.145,1.3501717,2.16,5400
3210.01,318668441,2458621.879,2.2362686,2.183,14660
3211.01,323002911,2458679.636,3.5948606,2.058,7210
3196.01,331297805,2458614.497,4.9816296,2.495,10560
3197.01,331160996,2458623.464,2.1972485,2.348,30680
3198.01,121625070,2458620.902,2.1268157,2.435,15770
3199.01,330885564,2458623.421,0.6755314,0.246,4430
3200.01,330014070,2458612.285,6.3076104,1.526,6890
3201.01,329921262,2458622.264,2.3648698,1.701,4670
3202.01,329691586,2458623.779,1.5163257,1.24,2840
3203.01,329609449,2458620.04,4.2478816,4.276,7140
3188.01,363202582,2458623.302,1.5661181,1.009,6030
3189.01,361998994,2458622.189,1.84996,2.954,9350
3190.01,344745774,2458620.475,2.6689774,3.554,6140
3191.01,342375120,2458619.298,4.4397345,2.216,4300
3192.01,336613507,2458623.598,2.2350716,3.205,21920
3193.01,334757798,2458623.316,2.3019268,2.527,12000
3194.01,333511802,2458623.076,3.6174873,3.447,12700
3195.01,332880327,2458622.985,0.6677726,1.206,3400
3184.01,366248595,2458623.113,3.609086,4.167,4270
3185.01,363661031,2458621.916,3.5607532,2.578,4230
3186.01,363632843,2458619.885,3.6131943,1.452,12650
3187.01,245027119,2458619.98,2.0090138,2.701,1120
3176.01,389999924,2458621.256,4.7607378,5.127,6860
3177.01,383410746,2458619.501,2.1142259,2.041,21610
3178.01,381996371,2458619.972,2.9340265,4.37,21720
3179.01,378227267,2458621.415,4.7074183,1.745,14860
3180.01,372960748,2458621.832,2.0960251,1.249,5110
3181.01,372596796,2458617.032,3.5366743,2.697,13180
