,time,mask,method marginalized,local SAP,local PDCSAP,polyAM SAP,polyAM PDCSAP,GP SAP,GP PDCSAP,CoFiAM SAP,CoFiAM PDCSAP
0,274.8343168011925,False,0.0001038624151854517,0.0001908425135659364,0.0001720885091773816,0.0001978768213333204,0.0002458862325414035,1.6695697691915257e-05,3.476592845852444e-05,1.6215555417753436e-05,3.563632119352178e-05
1,274.85474959781277,False,4.122634026970662e-05,0.000162779660697554,9.108840713767385e-05,0.00016970775187274967,0.00016319826959954042,-8.635726598260618e-06,-3.836360178999243e-05,-9.258375007648034e-06,-3.801523897883907e-05
2,274.87518219442427,False,6.7288058233638814e-06,0.00013291754946731515,4.905457017101433e-05,0.00013973873655448443,0.00011948989470877969,-3.559695852428657e-05,-7.336098154597792e-05,-3.645193035006766e-05,-7.235441537256637e-05
3,274.895614890811,False,3.8202635203266055e-05,0.00016178164391589256,8.006785807790351e-05,0.00016849566146470707,0.00014884411952076348,-3.662587671371398e-06,-3.6556990878011675e-05,-4.851084182577736e-06,-3.3350769006124104e-05
4,274.91604768695834,False,0.00013799590364149683,0.00027264540490778977,0.00016553894649318224,0.0002792521389154423,0.00023267003847515788,0.00011045286078981142,5.399538427552919e-05,0.00010881284462715968,6.035957528904845e-05
5,274.9364802828786,False,0.00010874490556100902,0.00019839425355683282,0.00015710921516687293,0.00020489184632066504,0.0002225991034623398,3.969047446283902e-05,5.090567225529696e-05,3.746738582810494e-05,6.038059595514511e-05
6,274.9773456744879,False,-2.6973323721701803e-05,3.645754041436966e-05,1.2744387214214115e-05,4.2734984727177405e-05,7.497525630362212e-05,-0.0001146816865450484,-8.131208872330653e-05,-0.00011843836937919239,-6.669103465761772e-05
7,274.997778369936,False,0.00017417386590101724,0.00029098190514442734,0.00020450996372978203,0.0002971504900346478,0.0002651433599167863,0.00014383776807225246,0.00011670954702736047,0.00013915568041245052,0.0001337780448673609
8,275.0386437606139,False,-8.307379786992586e-05,4.5609457637540984e-05,-7.319986198206507e-05,5.1553992191921694e-05,-1.5769704101331605e-05,-9.294773375778664e-05,-0.00014771847588634923,-9.976047650772646e-05,-0.00012661071373631927
9,275.05907655559713,False,-4.74971940677138e-05,4.382136008107551e-05,-2.5026805872685465e-05,4.965381042776329e-05,3.082865098469334e-05,-9.025919196525845e-05,-9.375535690525627e-05,-9.824158691829066e-05,-6.996758226274213e-05
10,275.07950915035326,False,0.00031701932515137976,0.0004388210147079352,0.0003247513585908912,0.0004445431380672993,0.00037905893771417176,0.0003092872917118683,0.0002623372922563316,0.0003000719940036145,0.0002880782259198078
11,275.09994184511015,False,-1.0559243155960907e-05,7.527520302219592e-05,3.7532844707754975e-06,8.08821599991294e-05,5.648713206851674e-05,-4.949177834878693e-05,-4.972864245134101e-05,-5.9994729254220225e-05,-2.487177078269731e-05
12,275.1203746396277,False,5.6022526414900575e-05,0.00015422335209636095,6.646461102843837e-05,0.00015971717551388487,0.00011765600194246773,3.424636499227418e-05,2.4176631690409067e-05,2.2429294582515524e-05,4.558044180136278e-05
13,275.14080723391817,False,1.923852434060347e-05,7.58975878407675e-05,2.597942094606509e-05,8.127695235105037e-05,7.563372902641419e-05,-3.923855605325599e-05,-3.2180972177053846e-06,-5.234462438319376e-05,1.2497627735141847e-05
14,275.1612399282094,False,5.4118413654324904e-05,0.00012059535111319519,5.735053187394534e-05,0.00012586047639184805,0.00010548203734095374,1.026766794653966e-05,4.273319887060367e-05,-4.057991115136161e-06,5.0886295434704465e-05
15,275.18167252225976,False,8.773619006285927e-05,0.00013890081501566343,8.71725492481712e-05,0.00014405112733739678,0.0001337918279507022,3.332023121660477e-05,8.816901317598713e-05,1.7890303426026932e-05,8.73033669497314e-05
16,275.2021053160861,False,-9.825221636383663e-05,-3.977246009101432e-05,-0.00010965719105260341,-3.473836859635426e-05,-6.454970222380396e-05,-0.00014069879968559018,-9.311447379400928e-05,-0.00015706890192779266,-0.00010338995893366398
17,275.22253800991166,False,3.769709089651574e-05,0.0001080925106637931,1.668846593938511e-05,0.00011301163575438977,6.030965324121951e-05,1.1625196696174456e-05,4.6788246803375344e-05,-5.482890610863933e-06,2.8605934989656134e-05
18,275.2429707032643,False,-0.0001712686189950796,-0.00010236862803203461,-0.00019992310320138262,-9.756660073378942e-05,-0.00015779221897804785,-0.0001945350672880597,-0.0001596643961137012,-0.0002121397424492688,-0.00018287284187645803
19,275.2634033966242,False,-5.5307910984903064e-05,4.987378245369101e-05,-0.00010015116825778936,5.456010174764714e-05,-5.9486226833938005e-05,-3.8238152421099514e-05,-5.452287338092443e-05,-5.60929485888817e-05,-7.849634632073332e-05
20,275.2838360899841,False,-5.003141668719069e-05,3.770922389345621e-05,-9.273225022965459e-05,4.227870699824443e-05,-5.352627967314394e-05,-4.653655370123744e-05,-4.646525471874163e-05,-6.439773939015403e-05,-6.702230731070458e-05
21,275.3042687831039,False,2.3053949040674482e-05,0.0001381269121840667,-3.693212277466884e-05,0.00014257973918474498,8.275980978300623e-07,5.755812068097832e-05,6.204654214858607e-06,3.9903243866490357e-05,-7.723118816471697e-06
22,275.3247013759974,False,8.766272945182063e-05,0.00015907076979115864,5.342612442582606e-05,0.0001634062666662217,8.975164371460842e-05,8.203476920143338e-05,9.103813648581038e-05,6.477054615294797e-05,8.557381518903284e-05
23,275.34513416865957,False,-3.8499923580403994e-05,6.989248833821904e-05,-9.144858504650522e-05,7.410989559253345e-05,-5.655477075572346e-05,-3.7350523612866837e-06,-6.071972479004817e-05,-2.0445076405084528e-05,-5.693068801426726e-05
24,275.3655668610809,False,-9.053938548642115e-05,-6.762793980008563e-05,-0.00011858772110728832,-6.352907016582421e-05,-8.511024383783816e-05,-0.00013797336302368013,-9.596852713500414e-05,-0.0001539731993046578,-8.225053906396607e-05
