,time,yerr,mask,method marginalized,local SAP,local PDCSAP,polyAM SAP,polyAM PDCSAP,GP SAP,GP PDCSAP
0,152.45729318470694,9.342828277614854e-05,False,-1.915955470771502e-05,-2.7673951368489824e-05,-2.6631235535590214e-05,1.4937435952822042e-05,1.6174450951478292e-05,-1.6268749615133693e-05,-2.205035980029635e-05
1,152.47772771754535,9.319272145849077e-05,False,-1.2099419774536102e-05,-2.3775364503264562e-05,-1.3968107462569712e-05,1.5538344039889296e-05,2.552974309311118e-05,-1.367322948020444e-05,-1.0525610068867763e-05
2,152.4981621502593,9.314266865228057e-05,False,-8.240172351292596e-05,-9.316080503762869e-05,-8.357031952987981e-05,-5.707687015010787e-05,-4.73176178765744e-05,-8.431998866542667e-05,-8.123312749597211e-05
3,152.51859648286336,9.339032886917282e-05,False,5.723464252826993e-05,4.5528372878855805e-05,5.659882520725468e-05,7.846144527756671e-05,8.969427877825176e-05,5.315566601638011e-05,5.787045984928518e-05
4,152.53903101534524,9.320288807489506e-05,False,3.844059791535681e-05,2.8488855724484452e-05,3.830858303799367e-05,5.8336023082583566e-05,6.830515558142736e-05,3.4963062080395346e-05,3.857261279271995e-05
5,152.55946544771723,9.285112968443323e-05,False,1.3966815037624869e-05,7.285241351295824e-06,1.4303463622855617e-05,3.412276853675955e-05,4.127861388192322e-05,1.2678842209012942e-05,1.3630166452394121e-05
6,152.57989977997204,9.310048748722894e-05,False,-6.96503035418905e-06,-9.159796141688936e-06,-1.2202133596539433e-05,1.4743556454810403e-05,1.1824875479904406e-05,-4.770264566689164e-06,-1.3739152617264772e-05
7,152.60033421199478,9.281741827481614e-05,False,-0.00014022612591380046,-0.0001419578845993641,-0.00014276318759542939,-0.00012092961586185336,-0.0001216246508580765,-0.00013849436722823683,-0.00014508915197219974
8,152.620768744011,9.361060999322339e-05,False,-2.313000775833185e-05,-2.4442569410587645e-05,-3.0568600431268855e-05,-6.202535190680258e-06,-1.2230942402657874e-05,-2.1817446106076055e-05,-3.3599668806560956e-05
9,152.64120307580015,9.27531240987294e-05,False,8.663883154680363e-05,8.462679274012785e-05,8.674672749542367e-05,0.00010014598753493864,0.00010235481172715666,8.653093559818359e-05,8.313249880353979e-05
10,152.68207193913986,9.285257768665441e-05,False,0.00013626909561248457,0.00013168617680281436,0.0001383877995397853,0.00014197944103089277,0.0001487493429395137,0.00013263725388057424,0.00013415039168518383
11,152.70250637058052,9.274739176669258e-05,False,5.1341722990705385e-05,4.8973346837399845e-05,5.2947443281770035e-05,5.676020916389746e-05,6.079078888254763e-05,4.9736002699640736e-05,4.873152742645992e-05
12,152.8864161481688,9.668052457286281e-05,False,-6.033979690400759e-06,-2.1823544578580822e-05,1.5361816114500826e-05,-3.3343085653170235e-05,3.8080416953079066e-06,-1.5876001076109425e-05,2.028402681597541e-05
13,152.9068506784388,9.342384069406981e-05,False,6.0665963963368874e-05,5.584197620178699e-05,7.18433211701619e-05,4.2536553619632045e-05,5.849677162239608e-05,6.283515630434167e-05,7.853787487399622e-05
14,153.13162940226175,9.719828561430045e-05,False,-9.509166621579634e-05,-8.842562591060421e-05,-0.00010175770652098848,-0.00011669782851519983,-0.00013015081958356323,-7.300662433917804e-05,-7.712058929087995e-05
15,153.1520637310241,9.738068303157537e-05,False,-3.592515026351606e-05,-3.169756873411256e-05,-4.015273179291956e-05,-6.090669146852079e-05,-6.949344615292397e-05,-1.6446839824713066e-05,-1.4974784055654666e-05
16,153.1724981595471,9.691725782724951e-05,False,-0.00014179641037243007,-0.00013321935163312926,-0.00015037346911173088,-0.00016329741560483502,-0.00018058217220628947,-0.00011838891149273945,-0.0001249811520565025
17,153.19293258796097,9.715447967994541e-05,False,-2.2840926282574614e-06,5.49023624696332e-06,-1.0058421503478243e-05,-2.5391255137341417e-05,-4.1075918848387794e-05,1.9653134574193487e-05,1.5224243758993339e-05
18,153.21336711625918,9.688279339560007e-05,False,7.420179990236253e-05,8.268516982323781e-05,6.571842998148725e-05,5.1078904875767606e-05,3.396409132760958e-05,9.594534108825492e-05,9.057274681167904e-05
19,153.23380154443294,9.648141247661554e-05,False,-1.0005466608009606e-05,-2.7551986581109134e-07,-1.973541335020812e-05,-3.253786074619569e-05,-5.214893189631198e-05,1.1860516161421586e-05,4.382017851023434e-06
20,153.2542358724968,9.60020862376342e-05,False,-9.397492873503e-05,-8.466482584268409e-05,-0.0001032850316273759,-0.00011751423003159012,-0.0001362866610246094,-7.387235656108881e-05,-8.021245486167228e-05
21,153.27467040043848,9.541822130604317e-05,False,-8.146915598489235e-05,-7.07708279363839e-05,-9.21674840334008e-05,-0.00010413871270675834,-0.0001256963941793643,-6.15430670991568e-05,-7.045029598051755e-05
22,153.29510482815385,9.486257936055602e-05,False,-1.6763897282001672e-05,-1.2137069760220776e-05,-2.1390724803782568e-05,-4.596365464337726e-05,-5.537595442872689e-05,-4.68560096378301e-06,-1.3284578440631023e-06
23,153.31553915586846,9.427086822363986e-05,True,-0.0005549722744916386,-0.0005492806562747976,-0.0005606638927084795,-0.0005829302297858385,-0.0005944730162298351,-0.0005437981433065175,-0.0005425407859716014
24,153.335973583351,9.373922404744362e-05,True,-0.0008546384915689709,-0.0008495209144769866,-0.0008597560686609551,-0.0008830015382605971,-0.0008933972821806302,-0.0008461676174865707,-0.0008438077482992856
25,153.35640801082627,9.340190872572421e-05,True,-0.0009280744793928042,-0.00092047003561746,-0.000934858219150625,-0.0009537894052831231,-0.0009683390632062583,-0.0009193815710768494,-0.0009212907396349834
26,153.39727686520928,9.305768871123187e-05,True,-0.0009889302467075423,-0.0009816942088566316,-0.0009924181599688664,-0.0010146936626032055,-0.0010255812307232715,-0.0009854423334462181,-0.0009841175739916386
27,153.41771139221964,9.314550481263419e-05,True,-0.000924531402375639,-0.0009213970585756348,-0.0009206914940604882,-0.000954239486525954,-0.0009536989210581215,-0.0009276657461756432,-0.00091521517326143
28,153.4381458191201,9.532457431779841e-05,True,-0.0007781709605154119,-0.000773759117795314,-0.000764294607146776,-0.000806447312013514,-0.0007971490920480884,-0.0007825828032355098,-0.0007617292232053874
29,153.4585801459034,9.305377361776885e-05,True,-0.000628619881938075,-0.0006225500900388647,-0.0006229007032700906,-0.0006550840737920005,-0.0006556016460752545,-0.000633937005879992,-0.0006233027579961581
30,153.49944909899932,9.412179544787303e-05,True,2.8210823936114515e-05,4.470709541215534e-05,3.4540069287158914e-05,1.2470058915248217e-05,2.1343879617052863e-06,2.8266754647177095e-05,2.8154893225051936e-05
31,153.51988342531695,9.386520735345533e-05,True,-0.00014059129104021517,-0.0001204840919487582,-0.00013249613583499187,-0.00015255642607192588,-0.0001647379545456351,-0.00013935158239597456,-0.00014183099968445578
32,153.54031785162806,9.382442540654438e-05,True,-8.135079949378454e-05,-5.851553881153215e-05,-7.076534386829536e-05,-9.043042587031369e-05,-0.00010285063231718627,-7.971785414273569e-05,-8.29837448448334e-05
33,153.56075237771438,9.455922798293753e-05,True,-4.5805705882306924e-05,-2.4391330996520466e-05,-2.8802597994426193e-05,-5.61478194025522e-05,-6.073064425549113e-05,-4.7805742115492045e-05,-4.3805669649121803e-05
34,153.6016211295282,9.3530268053224e-05,True,2.7929977050034083e-06,3.2196284495356053e-05,2.0230753266847756e-05,7.571306739340145e-07,-1.1381486789585615e-05,4.828864736072802e-06,7.918740529966328e-08
35,153.64248998088442,9.445697175319643e-05,False,3.3809115097427345e-05,6.462843813759278e-05,4.830510112707742e-05,3.350759466225206e-05,1.7009596717576514e-05,3.411063553260263e-05,2.377324279545512e-05
36,153.66292440638063,9.302879185798244e-05,False,0.00029343981916452044,0.00032449329683537087,0.0003165458081302308,0.00029412215826085664,0.000286008096612278,0.00029275748006818425,0.00029018196479269065
37,153.68335883165128,9.297083913068033e-05,False,-0.00022451606130341473,-0.00019341443753018162,-0.0002006310497575381,-0.00022294930112654043,-0.00023032943069289935,-0.00022608282148028902,-0.0002285387336457001
38,153.72422768195247,9.290193243768506e-05,False,-6.21125310698023e-05,-3.341607016260628e-05,-3.5242378587097e-05,-6.111899424765532e-05,-6.310606789194928e-05,-6.729408335304221e-05,-6.555126877516582e-05
39,153.74466210687388,9.308232321049717e-05,False,-0.00012471540358960365,-9.853657214753397e-05,-9.73666663767192e-05,-0.00012522084094168662,-0.00012420996623752067,-0.00013266645237675068,-0.00012850114138274193
40,153.7650964316781,9.330283037134019e-05,False,7.351167343472298e-05,9.707296530847564e-05,0.00010132888195069079,7.146129891144604e-05,7.556204795799992e-05,6.2937294397436e-05,6.964034886447479e-05
41,153.78553095636016,9.350307923221798e-05,False,6.54943579547762e-05,9.383315538391557e-05,8.624795601641644e-05,6.93607529109741e-05,6.162796299857831e-05,5.999415552637721e-05,5.434198849330052e-05
42,153.80596538093232,9.365653732068657e-05,False,0.00011516619863172206,0.0001423590866340696,0.0001346458248892013,0.00011909202126925145,0.00011124037599419268,0.00010914455199118045,0.00010289168874111354
43,153.8263997053873,9.378736053608223e-05,False,0.00018406418756045095,0.00020433269835629098,0.00020793577103361827,0.00018232762251879642,0.0001858007526021055,0.00017209014329622185,0.00017672852649508464
44,153.8672686538266,9.382449547025921e-05,False,4.6274903608423124e-05,6.409405307317151e-05,6.713084697795857e-05,4.4816494668031837e-05,4.773331254881441e-05,3.47906613482607e-05,3.816638673570516e-05
45,153.88770297781593,9.375739169584518e-05,False,-5.940407747256904e-05,-4.4702535496710105e-05,-3.834795724111384e-05,-6.252476734280865e-05,-5.628338760232943e-05,-7.212306138382196e-05,-6.5705194337351e-05
46,153.90813740179874,9.347279848230136e-05,False,1.2320104812224564e-05,2.0960510934475707e-05,3.327530918761923e-05,4.654163354267382e-06,1.6863014512535912e-05,-4.368721768899242e-06,7.777195111913215e-06
47,153.92857192555675,9.35316054008615e-05,False,0.000138242146166756,0.00015529007243708648,0.00015075362584981988,0.00014055730200634997,0.00013592699032716204,0.0001322264466483425,0.00012732865433151552
48,153.9490063491976,9.337378184841857e-05,False,2.8878159908818368e-05,4.173222596359771e-05,4.229591979565406e-05,2.8640757541387174e-05,2.9115562276249563e-05,2.1075968314798743e-05,2.1117905554923766e-05
49,153.96944067271397,9.316393304298389e-05,False,-7.64970405331411e-05,-6.801846819481927e-05,-6.211358288066293e-05,-7.94093153075881e-05,-7.35847657586941e-05,-8.619223338812709e-05,-8.094636708466663e-05
50,153.98987509600556,9.306091697412373e-05,False,-5.0262053246374894e-05,-4.317362212935549e-05,-3.801121408364416e-05,-5.280864935675034e-05,-4.771545713599945e-05,-5.885726318710649e-05,-5.4478174507988086e-05
51,154.0103096192979,9.301776982388803e-05,False,-7.402576117065962e-05,-6.795452085328613e-05,-6.440886886882602e-05,-7.576753996496599e-05,-7.228398237635325e-05,-8.118863180672786e-05,-7.854683525754247e-05
52,154.03074394234864,9.302733840486999e-05,False,-7.36261085209633e-05,-6.774406824061607e-05,-6.758136485562893e-05,-7.368286399223045e-05,-7.356935304969614e-05,-7.860757003230745e-05,-7.947366132721179e-05
53,154.0511783654074,9.27784422238454e-05,False,-6.81071328863525e-05,-6.610549285257505e-05,-6.18209219104271e-05,-7.010877292012996e-05,-6.585989225815769e-05,-7.469729070574971e-05,-7.157717680184028e-05
54,154.07161288823409,9.28017542559126e-05,False,-2.7760728246173372e-05,-2.126669529844971e-05,-2.7832102544200765e-05,-2.3269520762148055e-05,-2.9860611161725004e-05,-2.7689353948145978e-05,-3.556924807668338e-05
55,154.11248163352866,9.270018890583584e-05,False,-2.036443164277202e-05,-2.1202370488859756e-05,-1.952649279668428e-05,-1.9039670331566505e-05,-1.736430890086904e-05,-2.3541869152099437e-05,-2.352904925539967e-05
56,154.15335047835833,9.26812539705027e-05,False,-8.899527808536867e-05,-9.075940808733751e-05,-8.876092272003255e-05,-8.419780333734916e-05,-8.217577974634072e-05,-8.922963345070478e-05,-8.930176651167354e-05
57,154.17378490048577,9.27525229722213e-05,False,-0.00012688156418028118,-0.00013517832343290515,-0.0001274284941530368,-0.00012633463420752555,-0.00011854507734454511,-0.00013173538758470826,-0.00012627809441223548
58,154.1942193226132,9.286681827437731e-05,False,2.4581058009953693e-05,2.058052110687214e-05,2.0311989283872123e-05,3.176827823425654e-05,3.155142759125873e-05,2.597629559875081e-05,2.3185820421156578e-05
59,154.21465374450054,9.282639641183219e-05,False,2.84972917085069e-05,1.9244239195082002e-05,2.5596773426839192e-05,3.28263753965885e-05,3.924904661589679e-05,2.6696563157013742e-05,3.0298020260000058e-05
60,154.23508816627873,9.299088004789583e-05,False,9.708274300579411e-06,5.649600553603307e-06,-2.3507035193937043e-06,2.1684596856808014e-05,1.3766948047555516e-05,1.5327517317365036e-05,4.353702707904361e-06
61,154.2555225879405,9.330041992042758e-05,False,0.000195974635190721,0.00018735614126441646,0.00018350927194288325,0.00020590042400669972,0.00020215129600131831,0.00019948990067875094,0.00019245936970269106
62,154.27595690947783,9.31362888763204e-05,False,0.00010521377713756941,8.795292975127822e-05,9.612464451058678e-05,0.0001090619660328862,0.00011734721510792134,0.00010281472978634909,0.00010761282448878973
63,154.29639143090753,9.328946086409617e-05,False,-0.00011271228566561708,-0.00013332214358818817,-0.0001243117053261189,-0.00010960429976691888,-0.00010045633409849763,-0.0001154468757122995,-0.00010997769561893467
64,154.31682585210365,9.32605487712661e-05,False,-5.268622349041685e-05,-7.289026118850739e-05,-7.114335779090375e-05,-4.649932169309423e-05,-4.460053502752803e-05,-5.1715244072547684e-05,-5.365720290828602e-05
65,154.33726017329172,9.31337696971616e-05,False,-9.945825610840897e-05,-0.00012504673831204016,-0.0001195801670083041,-9.592855722828642e-05,-9.029086617340365e-05,-0.00010028436806253094,-9.8632144154287e-05
66,154.357694594255,9.299532745419401e-05,False,3.65069020914488e-05,9.65187411439139e-06,9.942492256831414e-06,4.154825331470491e-05,4.2023929581302966e-05,3.831984045943315e-05,3.469396372346445e-05
67,154.37812911510264,9.28396288573409e-05,False,0.00014140789375371998,0.00010793257866392736,0.00011302269125845754,0.00014266588969946703,0.00014795584478943802,0.0001408573695631521,0.00014195841794428787
68,154.39856343582505,9.276921069707776e-05,False,-4.07699811846296e-05,-7.490482331462545e-05,-7.64494513755265e-05,-3.729767244953219e-05,-3.8616538857283444e-05,-3.7351519890260754e-05,-4.2923423511975756e-05
69,154.4189978564391,9.273113271302963e-05,False,7.981815007540582e-05,3.8253596491122366e-05,4.318890481336268e-05,7.880034978491324e-05,8.398284151311941e-05,8.083595036589841e-05,8.174001423433275e-05
70,154.43943237693748,9.2870629126506e-05,False,-9.44013430936863e-06,-5.520289617033658e-05,-4.884625321177616e-05,-1.1674682332651898e-05,-5.05135493400477e-06,-7.205586286085364e-06,-4.84662009836434e-06
71,188.0742549180286,0.00010938684413117423,False,-2.884911167455595e-05,-9.127207243053714e-05,-1.1010708825698323e-05,-1.8348323322703308e-05,9.281662479465602e-05,-0.0001068621816125992,-3.934990002640859e-05
72,188.09468911232398,9.708557435423631e-05,False,-7.396838208589829e-05,-8.863846972972933e-05,-6.0394181501388644e-05,-2.042959158066182e-05,3.637312102222623e-05,-0.00010195000449075842,-8.754258267040793e-05
73,188.11512320639304,0.0001290890871907373,False,0.00016131438106792295,8.069769597884857e-05,0.00020312991281645765,0.00014428434836255555,0.0002930151254638691,6.961714405728792e-05,0.00017834441377329036
74,188.1559912935918,0.00010031541658115654,False,7.359067042300715e-05,2.976816702293661e-05,8.161912312121267e-05,8.433341194247213e-05,0.00015812730482034354,2.299619720624868e-05,6.556221772480164e-05
75,188.1764254867303,0.00011337567667201164,False,0.0001198130170435574,5.4801823170080866e-05,0.00014456255044259514,0.00010498500568423275,0.0002146157226898815,5.004973291966586e-05,0.00013464102840288206
76,188.19685947963444,0.00010273509885008826,False,-0.00011494267182887707,-0.00011350193035053469,-0.00014459381771680935,-6.762509233937397e-05,-8.086970095777524e-05,-0.00011638341330721946,-0.00014754911081016342
77,188.23772776473925,9.64306232118521e-05,False,0.00018646549407308477,0.00018633300410453302,0.00015090609251133813,0.00022388216975977038,0.0002024750356448557,0.00018659798404163652,0.0001626535843624044
78,188.25816185694566,0.00012364269496220286,False,3.169448669049224e-05,7.337074284685663e-05,-5.567799683514618e-05,0.00010687525654318186,-9.981769465872148e-06,7.495697501158638e-05,-3.6785407890205235e-05
79,188.29902994065196,9.263849691115443e-05,False,-5.761323009617625e-05,-5.275125411086101e-05,-9.689325717932018e-05,-2.7067821304793682e-05,-6.247520608149149e-05,-4.956577616332947e-05,-6.656975005236987e-05
80,188.31946413192782,9.859145667505285e-05,False,-0.00019332147990275272,-0.00017282400055107505,-0.0002473617688315555,-0.00015091887101781332,-0.00021836260232843685,-0.00016975677436847914,-0.0002138189592544304
81,188.33989812319487,9.679158189945552e-05,False,-0.00012771422006202515,-0.00014954511633424872,-0.00012410308167698503,-0.00013132535844706528,-0.00010036555078485332,-0.00014739854094669713,-8.949796468626925e-05
82,188.3603322140043,9.347922492988229e-05,False,3.9717177496845224e-07,4.837956430359114e-06,-3.759636564260038e-05,1.9464115379896896e-05,-1.8973349078854618e-05,5.30201003634545e-06,-4.043612880422209e-06
83,188.3807664048145,9.969443219969423e-05,False,2.5247669708128306e-05,4.595317200783988e-05,-2.4314725740270937e-05,5.707406703048257e-05,-1.065899344010468e-05,4.4157291386737185e-05,6.3380480295194275e-06
84,188.40120039515023,9.239171887543888e-05,False,3.995623244512636e-05,4.216812290391836e-05,2.670643394386829e-05,4.987451777438423e-05,3.554426379204223e-05,3.774434198633436e-05,5.291421431263821e-05
85,188.42163448526117,0.000109669465077026,False,2.6837657284950467e-05,6.514018610315198e-05,-2.470139616694844e-05,6.952421354977645e-05,-2.0533263914712663e-05,5.789947670109541e-05,-4.2241621311944755e-06
86,188.44206857513927,9.351286045048118e-05,False,-0.00016955188264683452,-0.00015801992800368314,-0.00018461965584426476,-0.00015686604863784925,-0.0001849715765097626,-0.00016812087334294734,-0.0001709828919507217
87,188.46250266477728,0.00010373782948743058,False,-1.3494196737795505e-05,2.3714177878719767e-05,-4.373953717617951e-05,2.173180205877756e-05,-4.8462397459703155e-05,1.0837502249616549e-05,-3.782589572520756e-05
88,188.50337084336934,9.3068058407682e-05,False,7.417260198039344e-05,9.206809326878229e-05,7.340507520803286e-05,8.40946730213954e-05,6.038631673943584e-05,7.494012875275402e-05,6.334715179368011e-05
89,188.52380493230885,0.00011487537673414207,False,0.00011468681563131522,0.00016724972876569488,8.018124311748309e-05,0.00015642253652425886,6.323843074573787e-05,0.00014919238814514735,6.312667494978719e-05
90,188.54423902078997,9.749553190256011e-05,False,0.00019260413117216935,0.00022155578753180194,0.00018155614643688978,0.00020797053519339137,0.0001608364273646412,0.00020365211590744892,0.0001588715959219833
91,188.5646731092711,9.586757929539003e-05,False,-4.793300050531801e-05,-5.736362429042963e-05,-1.1889027263567442e-05,-7.36053340461007e-05,-3.6230050957875015e-05,-7.397759766425427e-05,-3.85023767202064e-05
92,188.5851070972858,9.338811257189046e-05,False,2.786737678617257e-05,4.442242671376384e-05,3.4566762816101715e-05,2.5615655475874632e-05,6.748300436676402e-06,3.011909809647051e-05,5.790125386262446e-06
93,188.60554128506192,0.0001075089387012768,False,0.00015856673350678196,0.00012736498428167486,0.00022091993252182363,0.00010609073620515552,0.00018976848273188907,0.00011631704243253438,0.00019183156175550664
94,188.62597537284455,9.60614935637998e-05,False,-0.00014546218416672252,-0.00015771018295041017,-9.889511276273133e-05,-0.00018134524431190346,-0.00013321418538303487,-0.00016466040442364438,-0.00012639796469471332
95,188.64640936015348,9.924153226861758e-05,False,0.000261896447264931,0.000289255403816302,0.0002604520543882938,0.0002633408401415682,0.00022309113220386756,0.00028708143496025684,0.00023618434588823511
96,188.6668435472384,0.0001067973862099506,False,-2.9902923214253363e-06,-3.1062313292973265e-05,6.213119433717829e-05,-5.913723426875794e-05,2.1897902634071542e-05,-2.7878487276922215e-05,4.260692379021158e-05
